locus_tag,gene_name,product,gene_category,contig,start,end,strand,role,ko_id,ko_name,ko_substrate,brite_leaf,tcdb_id,tcdb_name,substrate_call,resolution_level,organic_or_inorganic,substrate_source,substrate_confidence,substrate_evidence,substrate_options,sources
EZ55_03490,yeiM,NupC/NupG family nucleoside CNT transporter,Intracellular trafficking,NZ_OX359237.1,3947028,3948239,+,,kegg.orthology:K03317,"TC.CNT; concentrative nucleoside transporter, CNT family",concentrative nucleoside,,tcdb:2.A.41,The Concentrative Nucleoside Transporter (CNT) Family,nucleoside,narrow_class,organic,kegg_ko,confident,"TC.CNT; concentrative nucleoside transporter, CNT family",,kegg;tcdb;func
EZ55_03498,actP,sodium:solute symporter family protein,Unknown,NZ_OX359237.1,3955665,3957371,-,,kegg.orthology:K14393,actP; cation/acetate symporter,,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.21.7,2.A.21.7,sodium,specific_compound,inorganic,product,inferred,sodium:solute symporter family protein,,brite;kegg;tcdb;func
EZ55_03501,,mechanosensitive ion channel family protein,Cell wall and membrane,NZ_OX359237.1,3961390,3962013,-,,,,,,,,lipid,broad_class,organic,function_description,inferred,"Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions",,func
EZ55_03505,,amino acid ABC transporter substrate-binding protein,Amino acid metabolism,NZ_OX359237.1,3964787,3965785,+,SBP,,,,,,,amino acid,broad_class,organic,product,inferred,amino acid ABC transporter substrate-binding protein,,func
EZ55_03508,,DcaP family trimeric outer membrane transporter,Cell wall and membrane,NZ_OX359237.1,3968600,3969763,+,,,,,,,,unresolved,unresolved,,,none,DcaP family trimeric outer membrane transporter,,func
EZ55_03509,nptA,Na/Pi symporter,Inorganic ion transport,NZ_OX359237.1,3969857,3971011,-,,kegg.orthology:K14683,"SLC34A, NPT, nptA; solute carrier family 34 (sodium-dependent phosphate cotransporter)",solute carrier family 34 (sodium-dependent phosphate co,SLC34: Type II Na+-phosphate cotransporter,tcdb:2.A.58.1,2.A.58.1,solute carrier family 34 (sodium-dependent phosphate co,specific_compound,inorganic,kegg_ko,confident,"SLC34A, NPT, nptA; solute carrier family 34 (sodium-dependent phosphate cotransporter)",,brite;kegg;tcdb;func
EZ55_03542,,ABC transporter transmembrane domain-containing protein,Defense mechanisms,NZ_OX359237.1,4010378,4012105,-,ATP,kegg.orthology:K02021,ABC.MR; putative ABC transport system ATP-binding protein,putative ABC,Other ABC transporters,tcdb:3.A.1.106,3.A.1.106,unresolved,unresolved,,,none,ABC.MR; putative ABC transport system ATP-binding protein,,brite;kegg;tcdb;func
EZ55_03550,,glycosyltransferase family 2 protein,Unknown,NZ_OX359237.1,4020489,4022168,-,,kegg.orthology:K20444,rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,,tcdb:4.D.1.3,4.D.1.3,unresolved,unresolved,,,none,rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,tcdb
EZ55_03580,secY,preprotein translocase subunit SecY,Intracellular trafficking,NZ_OX359237.1,4049701,4051020,-,,kegg.orthology:K03076,secY; preprotein translocase subunit SecY,,,tcdb:3.A.5,The General Secretory Pathway (Sec) Family,unresolved,unresolved,,,none,secY; preprotein translocase subunit SecY,,kegg;tcdb;func
EZ55_03601,,TonB-dependent receptor,Coenzyme metabolism,NZ_OX359237.1,4068356,4070719,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
EZ55_03604,motX,tetratricopeptide repeat protein,Cell motility,NZ_OX359237.1,4072130,4072774,-,,kegg.orthology:K21217,motX; sodium-type polar flagellar protein MotX,,Pores ion channels [TC:1],tcdb:1.A.30.1,1.A.30.1,unresolved,unresolved,,,none,motX; sodium-type polar flagellar protein MotX,,brite;tcdb
EZ55_03609,,substrate-binding periplasmic protein,Amino acid metabolism,NZ_OX359237.1,4077669,4078694,+,SBP,kegg.orthology:K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,polar amino acid,Putative polar amino acid transporter,tcdb:3.A.1.3,3.A.1.3,polar amino acid,narrow_class,organic,kegg_ko,confident,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,brite;kegg;tcdb
EZ55_03614,cydA,cytochrome ubiquinol oxidase subunit I,Energy production,NZ_OX359237.1,4101204,4102577,+,,kegg.orthology:K00425,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,tcdb
EZ55_03615,cydB,cytochrome d ubiquinol oxidase subunit II,Energy production,NZ_OX359237.1,4102589,4103596,+,,kegg.orthology:K00426,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,tcdb
EZ55_03627,,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein,Inorganic ion transport,NZ_OX359237.1,4113201,4114025,+,SBP,kegg.orthology:K02044,phnD; phosphonate transport system substrate-binding protein,phosphonate,Phosphonate transporter,tcdb:3.A.1.9,3.A.1.9,phosphonate,specific_compound,inorganic,kegg_ko,confident,phnD; phosphonate transport system substrate-binding protein,,brite;kegg;tcdb;func
EZ55_03632,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,4121100,4123217,-,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_03634,,amidohydrolase family protein,Secondary metabolites,NZ_OX359237.1,4124608,4127943,+,SBP,,,,,,,unresolved,unresolved,,,none,amidohydrolase family protein,,func
EZ55_03640,,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_OX359237.1,4133651,4134421,+,,,,,,,,unresolved,unresolved,,,none,MotA/TolQ/ExbB proton channel family protein,,func
EZ55_03644,,HlyD family secretion protein,Cell wall and membrane,NZ_OX359237.1,4138516,4139769,+,,kegg.orthology:K13408,"cvaA, mchE, raxA; membrane fusion protein",,Accessory factors involved in transport [TC:8],tcdb:8.A.1,The Membrane Fusion Protein (MFP) Family,unresolved,unresolved,,,none,"cvaA, mchE, raxA; membrane fusion protein",,brite;tcdb
EZ55_03645,cvaB,peptidase domain-containing ABC transporter,Defense mechanisms,NZ_OX359237.1,4139772,4142039,+,ATP,kegg.orthology:K06147,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,ABCB-BAC subgroup,tcdb:3.A.1.106,3.A.1.106,glycine,specific_compound,organic,function_description,inferred,"COG2274 ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",,brite;tcdb;func
EZ55_03672,ftsX,permease-like cell division protein FtsX,Cell cycle and division,NZ_OX359237.1,4166444,4167424,-,PERM,kegg.orthology:K09811,ftsX; cell division transport system permease protein,cell division,Cell division transporter,tcdb:3.A.1.140,3.A.1.140,unresolved,unresolved,,,none,ftsX; cell division transport system permease protein,,brite;kegg;tcdb;func
EZ55_03673,ftsE,cell division ATP-binding protein FtsE,Cell cycle and division,NZ_OX359237.1,4167421,4168134,-,ATP,kegg.orthology:K09812,ftsE; cell division transport system ATP-binding protein,cell division,Cell division transporter,tcdb:3.A.1.140,3.A.1.140,unresolved,unresolved,,,none,ftsE; cell division transport system ATP-binding protein,,brite;kegg;tcdb;func
EZ55_03674,ftsY,signal recognition particle-docking protein FtsY,Intracellular trafficking,NZ_OX359237.1,4168161,4169837,-,,kegg.orthology:K03110,ftsY; fused signal recognition particle receptor,,,tcdb:3.A.5.1,3.A.5.1,unresolved,unresolved,,,none,ftsY; fused signal recognition particle receptor,,tcdb
EZ55_03677,yhgN,YhgN family NAAT transporter,Intracellular trafficking,NZ_OX359237.1,4171300,4171902,-,,kegg.orthology:K05595,marC; multiple antibiotic resistance protein,,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.95.1,2.A.95.1,unresolved,unresolved,,,none,marC; multiple antibiotic resistance protein,,brite;tcdb;func
EZ55_03690,yadH,ABC transporter permease,Defense mechanisms,NZ_OX359237.1,4184044,4184859,-,PERM,kegg.orthology:K01992,ABC-2.P; ABC-2 type transport system permease protein,ABC-2 type,ABC-2 type transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC-2.P; ABC-2 type transport system permease protein,,brite;kegg;tcdb;func
EZ55_03691,yadG,ABC transporter ATP-binding protein,Defense mechanisms,NZ_OX359237.1,4184886,4185818,-,ATP,kegg.orthology:K01990,ABC-2.A; ABC-2 type transport system ATP-binding protein,ABC-2 type,ABC-2 type transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC-2.A; ABC-2 type transport system ATP-binding protein,,brite;kegg;tcdb;func
EZ55_03699,,SO_0444 family Cu/Zn efflux transporter,Unknown,NZ_OX359237.1,4195585,4196754,-,PERM,kegg.orthology:K07089,K07089; uncharacterized protein,,,,,unresolved,unresolved,,,none,K07089; uncharacterized protein,,func
EZ55_03700,cstA,carbon starvation CstA family protein,Signal transduction,NZ_OX359237.1,4197026,4198717,-,,kegg.orthology:K06200,cstA; carbon starvation protein,,Electrochemical potential-driven transporters [TC:2],,,unresolved,unresolved,,,none,cstA; carbon starvation protein,,brite
EZ55_03709,,energy transducer TonB,Cell wall and membrane,NZ_OX359237.1,4206534,4207154,-,,kegg.orthology:K03832,tonB; periplasmic protein TonB,,Electrochemical potential-driven transporters [TC:2],tcdb:2.C.1.1,2.C.1.1,unresolved,unresolved,,,none,tonB; periplasmic protein TonB,,brite;kegg;tcdb;func
EZ55_03710,,ExbD/TolR family protein,Intracellular trafficking,NZ_OX359237.1,4207173,4207580,-,,kegg.orthology:K03559,exbD; biopolymer transport protein ExbD,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbD; biopolymer transport protein ExbD,,brite;tcdb
EZ55_03711,,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_OX359237.1,4207583,4207987,-,,kegg.orthology:K03561,exbB; biopolymer transport protein ExbB,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbB; biopolymer transport protein ExbB,,brite;tcdb;func
EZ55_03712,,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_OX359237.1,4207987,4209363,-,,kegg.orthology:K03561,exbB; biopolymer transport protein ExbB,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbB; biopolymer transport protein ExbB,,brite;tcdb;func
EZ55_03714,fepA,FepA family TonB-dependent siderophore receptor,Inorganic ion transport,NZ_OX359237.1,4210239,4212530,-,,kegg.orthology:K16089,"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins",,Pores ion channels [TC:1],tcdb:1.B.14.1.22,1.B.14.1.22,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins",,brite;tcdb;func
EZ55_03717,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,4214828,4217041,-,,kegg.orthology:K16090,fiu; catecholate siderophore receptor,,Pores ion channels [TC:1],tcdb:1.B.14.1.11,1.B.14.1.11,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,fiu; catecholate siderophore receptor,,brite;tcdb;func
EZ55_03733,secE,preprotein translocase subunit SecE,Intracellular trafficking,NZ_OX359237.1,4237103,4237480,-,,kegg.orthology:K03073,secE; preprotein translocase subunit SecE,,,tcdb:3.A.5.1,3.A.5.1,unresolved,unresolved,,,none,secE; preprotein translocase subunit SecE,,kegg;tcdb;func
EZ55_03735,vcaM,ABC transporter ATP-binding protein,Defense mechanisms,NZ_OX359237.1,4237806,4239647,-,ATP,kegg.orthology:K06147,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,ABCB-BAC subgroup,tcdb:3.A.1.106,3.A.1.106,unresolved,unresolved,,,none,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,brite;kegg;tcdb;func
EZ55_03741,,substrate-binding periplasmic protein,Amino acid metabolism,NZ_OX359237.1,4245475,4246785,-,SBP,kegg.orthology:K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,polar amino acid,Putative polar amino acid transporter,tcdb:3.A.1.3,3.A.1.3,polar amino acid,narrow_class,organic,kegg_ko,confident,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,brite;kegg;tcdb
EZ55_03746,,mechanosensitive ion channel family protein,Cell wall and membrane,NZ_OX359237.1,4250134,4250952,-,,kegg.orthology:K03442,mscS; small conductance mechanosensitive channel,small conductance mechanosensitive,Pores ion channels [TC:1],tcdb:1.A.23.2,1.A.23.2,unresolved,unresolved,,,none,mscS; small conductance mechanosensitive channel,,brite;kegg;tcdb;func
EZ55_03747,,MFS transporter,Carbohydrate metabolism,NZ_OX359237.1,4251078,4252295,-,PERM,,,,,,,fucose,specific_compound,organic,function_description,inferred,COG0738 Fucose permease,,func
EZ55_03758,,transporter substrate-binding domain-containing protein,Amino acid metabolism,NZ_OX359237.1,4263991,4264932,+,SBP,,,,,,,unresolved,unresolved,,,none,transporter substrate-binding domain-containing protein,,func
EZ55_03777,ydaH,AbgT family transporter,Coenzyme metabolism,NZ_OX359237.1,4284153,4285754,-,,kegg.orthology:K12942,abgT; aminobenzoyl-glutamate transport protein,aminobenzoyl-glutamate,,,,aminobenzoyl-glutamate,specific_compound,organic,kegg_ko,confident,abgT; aminobenzoyl-glutamate transport protein,,func
EZ55_03792,fur,transcriptional repressor,Transcription,NZ_OX359237.1,4300886,4301359,+,,kegg.orthology:K09823,"zur; Fur family transcriptional regulator, zinc uptake regulator",,,,,unresolved,unresolved,,,none,"zur; Fur family transcriptional regulator, zinc uptake regulator",,kegg
EZ55_03795,,OmpA family protein,Cell wall and membrane,NZ_OX359237.1,4302342,4303538,+,,kegg.orthology:K03286,"TC.OOP; OmpA-OmpF porin, OOP family",OmpA-OmpF,Pores ion channels [TC:1],tcdb:1.B.6,The OmpA-OmpF Porin (OOP) Family,unresolved,unresolved,,,none,"TC.OOP; OmpA-OmpF porin, OOP family",,brite;kegg;tcdb
EZ55_03806,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,4313410,4315455,-,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14.2,1.B.14.2,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_03807,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_OX359237.1,4315552,4316640,-,,,,,,,,unresolved,unresolved,,,none,efflux RND transporter periplasmic adaptor subunit,,func
EZ55_03808,,efflux RND transporter permease subunit,Defense mechanisms,NZ_OX359237.1,4316654,4319839,-,PERM,,,,,,,unresolved,unresolved,,,none,efflux RND transporter permease subunit,,func
EZ55_03813,,ABC transporter ATP-binding protein,Defense mechanisms,NZ_OX359237.1,4322175,4322978,+,ATP,kegg.orthology:K02003,ABC.CD.A; putative ABC transport system ATP-binding protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,peptide,narrow_class,organic,function_description,inferred,"ABC-type antimicrobial peptide transport system, ATPase component",,brite;kegg;tcdb;func
EZ55_03814,,ABC transporter permease,Defense mechanisms,NZ_OX359237.1,4322978,4324291,+,PERM,kegg.orthology:K02004,ABC.CD.P; putative ABC transport system permease protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,peptide,narrow_class,organic,function_description,inferred,"ABC-type antimicrobial peptide transport system, permease component",,brite;kegg;tcdb;func
EZ55_03824,,TSUP family transporter,Unknown,NZ_OX359237.1,4334987,4335739,+,,,,,,,,unresolved,unresolved,,,none,TSUP family transporter,,func
EZ55_03826,yidK,solute:sodium symporter family transporter,Unknown,NZ_OX359237.1,4337939,4339666,+,,kegg.orthology:K03307,"TC.SSS; solute:Na+ symporter, SSS family",,,tcdb:2.A.21,The Solute:Sodium Symporter (SSS) Family,The Solute:Sodium Symporter (SSS),specific_compound,inorganic,tcdb_family,inferred,The Solute:Sodium Symporter (SSS) Family,,kegg;tcdb;func
EZ55_03827,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,4339975,4342383,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_03828,,cation diffusion facilitator family transporter,Inorganic ion transport,NZ_OX359237.1,4342506,4343501,-,,kegg.orthology:K16264,"czcD, zitB; cobalt-zinc-cadmium efflux system protein",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.4.1,2.A.4.1,zinc,specific_compound,inorganic,kegg_ko_keyword,inferred,"czcD, zitB; cobalt-zinc-cadmium efflux system protein",,brite;kegg;tcdb;func
EZ55_03830,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,4346644,4349589,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
EZ55_03832,nhaC,Na+/H+ antiporter NhaC,Energy production,NZ_OX359237.1,4351743,4353230,-,,kegg.orthology:K03315,"nhaC; Na+:H+ antiporter, NhaC family",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.35,The NhaC Na+:H+ Antiporter (NhaC) Family,unresolved,unresolved,,,none,"nhaC; Na+:H+ antiporter, NhaC family",,brite;kegg;tcdb;func
EZ55_03834,gluP,sugar MFS transporter,Carbohydrate metabolism,NZ_OX359237.1,4356028,4357290,-,,kegg.orthology:K02429,"fucP, deoP, nagP, agaP; MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein",MFS,Fucose:H+ symporter (FHS) family [TC:2.A.1.7],tcdb:2.A.1.7,2.A.1.7,fucose/galactose/glucose,multi_substrate,organic,kegg_ko_keyword,inferred,"fucP, deoP, nagP, agaP; MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein",fucose; galactose; glucose,brite;kegg;tcdb;func
EZ55_03837,xylE,sugar porter family MFS transporter,Inorganic ion transport,NZ_OX359237.1,4359876,4361444,+,,kegg.orthology:K08138,"xylE; MFS transporter, SP family, xylose:H+ symportor",MFS,Sugar porter (SP) family [TC:2.A.1.1],tcdb:2.A.1.1.3,2.A.1.1.3,xylose,specific_compound,organic,kegg_ko_keyword,inferred,"xylE; MFS transporter, SP family, xylose:H+ symportor",,brite;kegg;tcdb;func
EZ55_03838,,ATP-binding cassette domain-containing protein,Energy production,NZ_OX359237.1,4361464,4363053,-,ATP,kegg.orthology:K16012,"cydC; ATP-binding cassette, subfamily C, bacterial CydC",,ABCC-BAC subgroup,tcdb:3.A.1.129,3.A.1.129,unresolved,unresolved,,,none,"cydC; ATP-binding cassette, subfamily C, bacterial CydC",,brite;tcdb;func
EZ55_03839,cydD,ATP-binding cassette domain-containing protein,Defense mechanisms,NZ_OX359237.1,4363043,4364932,-,ATP,kegg.orthology:K16013,"cydD; ATP-binding cassette, subfamily C, bacterial CydD",,ABCC-BAC subgroup,tcdb:3.A.1.129,3.A.1.129,unresolved,unresolved,,,none,"cydD; ATP-binding cassette, subfamily C, bacterial CydD",,brite;tcdb;func
EZ55_03840,cydX,cytochrome bd-I oxidase subunit CydX,Unknown,NZ_OX359237.1,4365164,4365271,-,,kegg.orthology:K00424,cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7],,tcdb
EZ55_03841,cydB,cytochrome d ubiquinol oxidase subunit II,Energy production,NZ_OX359237.1,4365282,4366418,-,,kegg.orthology:K00426,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,tcdb
EZ55_03842,cydA,cytochrome ubiquinol oxidase subunit I,Energy production,NZ_OX359237.1,4366415,4367995,-,,kegg.orthology:K00425,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,tcdb
EZ55_03846,,TonB-dependent receptor plug domain-containing protein,Inorganic ion transport,NZ_OX359237.1,4370914,4373031,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_03847,,sulfite exporter TauE/SafE family protein,Unknown,NZ_OX359237.1,4373187,4373969,-,,,,,,,,unresolved,unresolved,,,none,sulfite exporter TauE/SafE family protein,,func
EZ55_03851,irp,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,4376603,4379005,-,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_03852,,ZrgA family zinc uptake protein,Inorganic ion transport,NZ_OX359237.1,4379096,4379758,+,,,,,,,,zinc,specific_compound,inorganic,product,inferred,ZrgA family zinc uptake protein,,func
EZ55_03862,,efflux RND transporter permease subunit,Unknown,NZ_OX359237.1,4386903,4389506,-,PERM,kegg.orthology:K07003,K07003; uncharacterized protein,,,,,unresolved,unresolved,,,none,K07003; uncharacterized protein,,func
EZ55_03863,,MFS transporter,Amino acid metabolism,NZ_OX359237.1,4390626,4391759,+,,,,,,,,unresolved,unresolved,,,none,MFS transporter,,func
EZ55_03882,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,4407000,4409069,-,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_03886,fadL,OmpP1/FadL family transporter,Lipid metabolism,NZ_OX359237.1,4412362,4413720,-,,kegg.orthology:K06076,fadL; long-chain fatty acid transport protein,long-chain fatty acid,Pores ion channels [TC:1],tcdb:1.B.9,The FadL Outer Membrane Protein (FadL) Family,unresolved,unresolved,,,none,fadL; long-chain fatty acid transport protein,,brite;tcdb;func
EZ55_03890,,ABC transporter substrate-binding protein,Unknown,NZ_OX359237.1,4418259,4419281,-,SBP,kegg.orthology:K01989,K01989; putative tryptophan/tyrosine transport system substrate-binding protein,putative tryptophan/tyrosine,Putative tryptophan/tyrosine transporter,,,putative tryptophan/tyrosine,multi_substrate,organic,kegg_ko,confident,K01989; putative tryptophan/tyrosine transport system substrate-binding protein,putative tryptophan; tyrosine,brite;kegg;func
EZ55_03897,,DMT family transporter,Amino acid metabolism,NZ_OX359237.1,4427877,4428761,-,PERM,,,,,,,unresolved,unresolved,,,none,DMT family transporter,,func
EZ55_03906,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,4438353,4441259,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
EZ55_03913,hupA,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor,Inorganic ion transport,NZ_OX359237.1,4447857,4450184,+,,kegg.orthology:K16087,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein",,Pores ion channels [TC:1],tcdb:1.B.14.1,1.B.14.1,unresolved,unresolved,,,none,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein",,brite;tcdb;func
EZ55_03915,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,4450567,4453731,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
EZ55_03922,cyoD,cytochrome o ubiquinol oxidase subunit IV,Energy production,NZ_OX359237.1,4458806,4459177,-,,kegg.orthology:K02300,cyoD; cytochrome o ubiquinol oxidase subunit IV,,,tcdb:3.D.4.5,3.D.4.5,unresolved,unresolved,,,none,cyoD; cytochrome o ubiquinol oxidase subunit IV,,tcdb
EZ55_03923,cyoC,cytochrome o ubiquinol oxidase subunit III,Energy production,NZ_OX359237.1,4459177,4459794,-,,kegg.orthology:K02299,cyoC; cytochrome o ubiquinol oxidase subunit III,,,tcdb:3.D.4.5,3.D.4.5,unresolved,unresolved,,,none,cyoC; cytochrome o ubiquinol oxidase subunit III,,tcdb
EZ55_03924,cyoB,cytochrome o ubiquinol oxidase subunit I,Energy production,NZ_OX359237.1,4459791,4461779,-,,kegg.orthology:K02274,"coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]",,,tcdb:3.D.4.2,3.D.4.2,unresolved,unresolved,,,none,"coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]",,tcdb
EZ55_03925,cyoA,ubiquinol oxidase subunit II,Energy production,NZ_OX359237.1,4461782,4462723,-,,kegg.orthology:K02297,cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],,,tcdb:3.D.4.5,3.D.4.5,unresolved,unresolved,,,none,cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],,tcdb
EZ55_03929,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,4466011,4468944,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
EZ55_03939,groES,co-chaperone GroES,Post-translational modification,NZ_OX359237.1,4485407,4485697,-,,kegg.orthology:K04078,"groES, HSPE1; chaperonin GroES",,,,,unresolved,unresolved,,,none,"groES, HSPE1; chaperonin GroES",,func
EZ55_03942,dsbD,protein-disulfide reductase DsbD,Energy production,NZ_OX359237.1,4487140,4489032,+,,kegg.orthology:K04084,"dsbD, dipZ; thioredoxin:protein disulfide reductase [EC:1.8.4.16]",,,tcdb:5.A.1.1,5.A.1.1,unresolved,unresolved,,,none,"dsbD, dipZ; thioredoxin:protein disulfide reductase [EC:1.8.4.16]",,tcdb
EZ55_03955,,substrate-binding periplasmic protein,Amino acid metabolism,NZ_OX359237.1,4500888,4501649,-,SBP,kegg.orthology:K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,polar amino acid,Putative polar amino acid transporter,tcdb:3.A.1.3,3.A.1.3,polar amino acid,narrow_class,organic,kegg_ko,confident,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,brite;kegg;tcdb
