system_id,locus_tags,gene_names,n_genes,KO_ids,component_roles,substrate_call,resolution_level,confidence_flag,source,substrate_evidence,substrate_options,importer_or_exporter,organic_or_inorganic,gene_categories
EZ55_TS421,EZ55_03672;EZ55_03673,ftsX;ftsE,2,kegg.orthology:K09811;kegg.orthology:K09812,PERM;ATP,unresolved,unresolved,none,,ftsX; cell division transport system permease protein,,importer,unknown,Cell cycle and division
EZ55_TS422,EZ55_03674,ftsY,1,kegg.orthology:K03110,-,unresolved,unresolved,none,,ftsY; fused signal recognition particle receptor,,importer,unknown,Intracellular trafficking
EZ55_TS423,EZ55_03677,yhgN,1,kegg.orthology:K05595,-,unresolved,unresolved,none,,marC; multiple antibiotic resistance protein,,importer,unknown,Intracellular trafficking
EZ55_TS424,EZ55_03690;EZ55_03691,yadH;yadG,2,kegg.orthology:K01992;kegg.orthology:K01990,PERM;ATP,unresolved,unresolved,none,,ABC-2.P; ABC-2 type transport system permease protein,,exporter,unknown,Defense mechanisms
EZ55_TS425,EZ55_03699,,1,kegg.orthology:K07089,PERM,unresolved,unresolved,none,,K07089; uncharacterized protein,,exporter,unknown,Unknown
EZ55_TS426,EZ55_03700,cstA,1,kegg.orthology:K06200,-,unresolved,unresolved,none,,cstA; carbon starvation protein,,importer,unknown,Signal transduction
EZ55_TS427,EZ55_03709,,1,kegg.orthology:K03832,-,unresolved,unresolved,none,,tonB; periplasmic protein TonB,,importer,unknown,Cell wall and membrane
EZ55_TS428,EZ55_03710,,1,kegg.orthology:K03559,-,unresolved,unresolved,none,,exbD; biopolymer transport protein ExbD,,importer,unknown,Intracellular trafficking
EZ55_TS429,EZ55_03711,,1,kegg.orthology:K03561,-,unresolved,unresolved,none,,exbB; biopolymer transport protein ExbB,,importer,unknown,Intracellular trafficking
EZ55_TS430,EZ55_03712,,1,kegg.orthology:K03561,-,unresolved,unresolved,none,,exbB; biopolymer transport protein ExbB,,importer,unknown,Intracellular trafficking
EZ55_TS431,EZ55_03714,fepA,1,kegg.orthology:K16089,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins",,importer,inorganic,Inorganic ion transport
EZ55_TS432,EZ55_03717,,1,kegg.orthology:K16090,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,fiu; catecholate siderophore receptor,,importer,inorganic,Inorganic ion transport
EZ55_TS433,EZ55_03733,secE,1,kegg.orthology:K03073,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),secE; preprotein translocase subunit SecE,,non_transporter,unknown,Intracellular trafficking
EZ55_TS434,EZ55_03735,vcaM,1,kegg.orthology:K06147,ATP,unresolved,unresolved,none,,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,exporter,unknown,Defense mechanisms
EZ55_TS435,EZ55_03741,,1,kegg.orthology:K02030,SBP,polar amino acid,narrow_class,confident,kegg_ko,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,importer,organic,Amino acid metabolism
EZ55_TS436,EZ55_03746;EZ55_03747,;,2,kegg.orthology:K03442,-;PERM,fucose,specific_compound,inferred,function_description,COG0738 Fucose permease,,importer,organic,Carbohydrate metabolism;Cell wall and membrane
EZ55_TS437,EZ55_03758,,1,,SBP,unresolved,unresolved,none,,transporter substrate-binding domain-containing protein,,importer,unknown,Amino acid metabolism
EZ55_TS438,EZ55_03777,ydaH,1,kegg.orthology:K12942,-,aminobenzoyl-glutamate,specific_compound,confident,kegg_ko,abgT; aminobenzoyl-glutamate transport protein,,importer,organic,Coenzyme metabolism
EZ55_TS439,EZ55_03792,fur,1,kegg.orthology:K09823,-,unresolved,unresolved,none,,"zur; Fur family transcriptional regulator, zinc uptake regulator",,importer,unknown,Transcription
EZ55_TS440,EZ55_03795,,1,kegg.orthology:K03286,-,unresolved,unresolved,none,,"TC.OOP; OmpA-OmpF porin, OOP family",,importer,unknown,Cell wall and membrane
EZ55_TS441,EZ55_03806,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS442,EZ55_03807;EZ55_03808,;,2,,-;PERM,unresolved,unresolved,none,,efflux RND transporter periplasmic adaptor subunit,,exporter,unknown,Cell wall and membrane;Defense mechanisms
EZ55_TS443,EZ55_03813;EZ55_03814,;,2,kegg.orthology:K02003;kegg.orthology:K02004,ATP;PERM,peptide,narrow_class,inferred,function_description,"ABC-type antimicrobial peptide transport system, ATPase component",,importer,organic,Defense mechanisms
EZ55_TS444,EZ55_03824,,1,,-,unresolved,unresolved,none,,TSUP family transporter,,importer,unknown,Unknown
EZ55_TS445,EZ55_03826,yidK,1,kegg.orthology:K03307,-,The Solute:Sodium Symporter (SSS),specific_compound,inferred,tcdb_family,The Solute:Sodium Symporter (SSS) Family,,importer,inorganic,Unknown
EZ55_TS446,EZ55_03827,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS447,EZ55_03828,,1,kegg.orthology:K16264,-,zinc,specific_compound,inferred,kegg_ko_keyword,"czcD, zitB; cobalt-zinc-cadmium efflux system protein",,exporter,inorganic,Inorganic ion transport
EZ55_TS448,EZ55_03830,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS449,EZ55_03832,nhaC,1,kegg.orthology:K03315,-,unresolved,unresolved,none,,"nhaC; Na+:H+ antiporter, NhaC family",,importer,unknown,Energy production
EZ55_TS450,EZ55_03834,gluP,1,kegg.orthology:K02429,-,fucose/galactose/glucose,multi_substrate,inferred,kegg_ko_keyword,"fucP, deoP, nagP, agaP; MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein",fucose; galactose; glucose,importer,organic,Carbohydrate metabolism
EZ55_TS451,EZ55_03837,xylE,1,kegg.orthology:K08138,-,xylose,specific_compound,inferred,kegg_ko_keyword,"xylE; MFS transporter, SP family, xylose:H+ symportor",,importer,organic,Inorganic ion transport
EZ55_TS452,EZ55_03838,,1,kegg.orthology:K16012,ATP,unresolved,unresolved,none,,"cydC; ATP-binding cassette, subfamily C, bacterial CydC",,importer,unknown,Energy production
EZ55_TS453,EZ55_03839,cydD,1,kegg.orthology:K16013,ATP,unresolved,unresolved,none,,"cydD; ATP-binding cassette, subfamily C, bacterial CydD",,importer,unknown,Defense mechanisms
EZ55_TS454,EZ55_03840,cydX,1,kegg.orthology:K00424,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7],,non_transporter,unknown,Unknown
EZ55_TS455,EZ55_03841,cydB,1,kegg.orthology:K00426,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,non_transporter,unknown,Energy production
EZ55_TS456,EZ55_03842,cydA,1,kegg.orthology:K00425,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,non_transporter,unknown,Energy production
EZ55_TS457,EZ55_03846,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS458,EZ55_03847,,1,,-,unresolved,unresolved,none,,sulfite exporter TauE/SafE family protein,,exporter,unknown,Unknown
EZ55_TS459,EZ55_03851,irp,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS460,EZ55_03852,,1,,-,zinc,specific_compound,inferred,product,ZrgA family zinc uptake protein,,importer,inorganic,Inorganic ion transport
EZ55_TS461,EZ55_03862,,1,kegg.orthology:K07003,PERM,unresolved,unresolved,none,,K07003; uncharacterized protein,,exporter,unknown,Unknown
EZ55_TS462,EZ55_03863,,1,,-,unresolved,unresolved,none,,MFS transporter,,importer,unknown,Amino acid metabolism
EZ55_TS463,EZ55_03882,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS464,EZ55_03886,fadL,1,kegg.orthology:K06076,-,unresolved,unresolved,none,,fadL; long-chain fatty acid transport protein,,importer,unknown,Lipid metabolism
EZ55_TS465,EZ55_03890,,1,kegg.orthology:K01989,SBP,putative tryptophan/tyrosine,multi_substrate,confident,kegg_ko,K01989; putative tryptophan/tyrosine transport system substrate-binding protein,putative tryptophan; tyrosine,importer,organic,Unknown
EZ55_TS466,EZ55_03897,,1,,PERM,unresolved,unresolved,none,,DMT family transporter,,importer,unknown,Amino acid metabolism
EZ55_TS467,EZ55_03906,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS468,EZ55_03913,hupA,1,kegg.orthology:K16087,-,unresolved,unresolved,none,,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein",,importer,unknown,Inorganic ion transport
EZ55_TS469,EZ55_03915,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS470,EZ55_03922,cyoD,1,kegg.orthology:K02300,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cyoD; cytochrome o ubiquinol oxidase subunit IV,,non_transporter,unknown,Energy production
EZ55_TS471,EZ55_03923,cyoC,1,kegg.orthology:K02299,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cyoC; cytochrome o ubiquinol oxidase subunit III,,non_transporter,unknown,Energy production
EZ55_TS472,EZ55_03924,cyoB,1,kegg.orthology:K02274,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]",,non_transporter,unknown,Energy production
EZ55_TS473,EZ55_03925,cyoA,1,kegg.orthology:K02297,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],,non_transporter,unknown,Energy production
EZ55_TS474,EZ55_03929,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS475,EZ55_03939,groES,1,kegg.orthology:K04078,-,unresolved,unresolved,none,,"groES, HSPE1; chaperonin GroES",,exporter,unknown,Post-translational modification
EZ55_TS476,EZ55_03942,dsbD,1,kegg.orthology:K04084,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"dsbD, dipZ; thioredoxin:protein disulfide reductase [EC:1.8.4.16]",,non_transporter,unknown,Energy production
EZ55_TS477,EZ55_03955,,1,kegg.orthology:K02030,SBP,polar amino acid,narrow_class,confident,kegg_ko,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,importer,organic,Amino acid metabolism
EZ55_TS478,EZ55_03964,,1,kegg.orthology:K10716,-,voltage-gated potassium,specific_compound,confident,kegg_ko,"kch, trkA, mthK, pch; voltage-gated potassium channel",,importer,inorganic,Signal transduction
EZ55_TS479,EZ55_03969,,1,,-,unresolved,unresolved,none,,MFS transporter,,importer,unknown,Carbohydrate metabolism
EZ55_TS480,EZ55_03974,gspC,1,kegg.orthology:K02452,-,unresolved,unresolved,none,,gspC; general secretion pathway protein C,,exporter,unknown,Intracellular trafficking
EZ55_TS481,EZ55_03975;EZ55_03976,gspD;gspE,2,kegg.orthology:K02453;kegg.orthology:K02454,-;ATP,unresolved,unresolved,none,,gspD; general secretion pathway protein D,,exporter,unknown,Cell motility
EZ55_TS482,EZ55_03977,gspF,1,kegg.orthology:K02455,-,unresolved,unresolved,none,,gspF; general secretion pathway protein F,,exporter,unknown,Intracellular trafficking
EZ55_TS483,EZ55_03978,gspG,1,kegg.orthology:K02456,-,unresolved,unresolved,none,,gspG; general secretion pathway protein G,,exporter,unknown,Intracellular trafficking
EZ55_TS484,EZ55_03979,gspH,1,kegg.orthology:K02457,-,unresolved,unresolved,none,,gspH; general secretion pathway protein H,,exporter,unknown,Intracellular trafficking
EZ55_TS485,EZ55_03980,gspI,1,kegg.orthology:K02458,-,unresolved,unresolved,none,,gspI; general secretion pathway protein I,,exporter,unknown,Intracellular trafficking
EZ55_TS486,EZ55_03981,gspJ,1,kegg.orthology:K02459,-,unresolved,unresolved,none,,gspJ; general secretion pathway protein J,,exporter,unknown,Intracellular trafficking
EZ55_TS487,EZ55_03982,gspK,1,kegg.orthology:K02460,-,unresolved,unresolved,none,,gspK; general secretion pathway protein K,,exporter,unknown,Intracellular trafficking
EZ55_TS488,EZ55_03983,gspL,1,kegg.orthology:K02461,-,unresolved,unresolved,none,,gspL; general secretion pathway protein L,,exporter,unknown,Intracellular trafficking
EZ55_TS489,EZ55_03984,gspM,1,kegg.orthology:K02462,-,unresolved,unresolved,none,,gspM; general secretion pathway protein M,,exporter,unknown,Intracellular trafficking
EZ55_TS490,EZ55_03985,gspN,1,kegg.orthology:K02463,-,unresolved,unresolved,none,,gspN; general secretion pathway protein N,,exporter,unknown,Unknown
EZ55_TS491,EZ55_03994,mdoH,1,kegg.orthology:K03669,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),mdoH; membrane glycosyltransferase [EC:2.4.1.-],,non_transporter,unknown,Cell wall and membrane
EZ55_TS492,EZ55_04000,yheS,1,kegg.orthology:K06158,ATP,unresolved,unresolved,none,,"ABCF3; ATP-binding cassette, subfamily F, member 3",,importer,unknown,Unknown
EZ55_TS493,EZ55_04013,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS494,EZ55_04015,,1,kegg.orthology:K03292,-,unresolved,unresolved,none,,"TC.GPH; glycoside/pentoside/hexuronide:cation symporter, GPH family",,importer,unknown,Carbohydrate metabolism
EZ55_TS495,EZ55_04028,xylE,1,kegg.orthology:K05548,-,"MFS transporter, AAHS family, benzoate",specific_compound,confident,kegg_ko,"benK; MFS transporter, AAHS family, benzoate transport protein",,importer,organic,Amino acid metabolism
EZ55_TS496,EZ55_04043,dinF,1,kegg.orthology:K03327,-,unresolved,unresolved,none,,"SLC47A, MATE, DTX; MATE family, multidrug and toxin extrusion protein",,exporter,unknown,Defense mechanisms
EZ55_TS497,EZ55_04048,ctaA,1,kegg.orthology:K02259,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"COX15, ctaA; heme a synthase [EC:1.17.99.9]",,non_transporter,unknown,Post-translational modification
EZ55_TS498,EZ55_04050,surf1,1,kegg.orthology:K14998,-,unresolved,unresolved,none,,"SURF1, SHY1; surfeit locus 1 family protein",,importer,unknown,Unknown
EZ55_TS499,EZ55_04052,coxC,1,kegg.orthology:K02276,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"coxC, ctaE; cytochrome c oxidase subunit III [EC:7.1.1.9]",,non_transporter,unknown,Energy production
EZ55_TS500,EZ55_04053,ctaG,1,kegg.orthology:K02258,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"COX11, ctaG; cytochrome c oxidase assembly protein subunit 11",,non_transporter,unknown,Post-translational modification
EZ55_TS501,EZ55_04054,ctaD,1,kegg.orthology:K02274,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]",,non_transporter,unknown,Energy production
EZ55_TS502,EZ55_04055,coxB,1,kegg.orthology:K02275,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"coxB, ctaC; cytochrome c oxidase subunit II [EC:7.1.1.9]",,non_transporter,unknown,Energy production
EZ55_TS503,EZ55_04062,yadS,1,,-,unresolved,unresolved,none,,trimeric intracellular cation channel family protein,,importer,unknown,Unknown
EZ55_TS504,EZ55_04066,bcr,1,kegg.orthology:K07552,-,unresolved,unresolved,none,,"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein",,exporter,unknown,Amino acid metabolism
EZ55_TS505,EZ55_04068,ytfM,1,kegg.orthology:K07278,-,unresolved,unresolved,none,,tamA; translocation and assembly module TamA,,importer,unknown,Cell wall and membrane
EZ55_TS506,EZ55_04069,ytfN,1,kegg.orthology:K09800,-,unresolved,unresolved,none,,tamB; translocation and assembly module TamB,,importer,unknown,Unknown
EZ55_TS507,EZ55_04073,,1,,PERM,unresolved,unresolved,none,,DMT family transporter,,importer,unknown,Amino acid metabolism
EZ55_TS508,EZ55_04082,,1,,-,unresolved,unresolved,none,,DUF6482 family protein,,importer,unknown,Unknown
EZ55_TS509,EZ55_04098,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS510,EZ55_04100,,1,kegg.orthology:K03292,-,sugar,broad_class,inferred,function_description,MFS/sugar transport protein,,importer,organic,Carbohydrate metabolism
EZ55_TS511,EZ55_04104,yiaD,1,kegg.orthology:K12216,-,unresolved,unresolved,none,,"icmN, lphA, dotK; intracellular multiplication protein IcmN",,importer,unknown,Cell wall and membrane
EZ55_TS512,EZ55_04108,gst5,1,kegg.orthology:K00799,-,unresolved,unresolved,none,,"GST, gst; glutathione S-transferase [EC:2.5.1.18]",,importer,unknown,Post-translational modification
EZ55_TS513,EZ55_04110,atpC,1,kegg.orthology:K02114,ATP,unresolved,unresolved,none,,"ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon",,importer,unknown,Energy production
EZ55_TS514,EZ55_04111,atpD,1,kegg.orthology:K02112,ATP,unresolved,unresolved,none,,"ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]",,importer,unknown,Energy production
EZ55_TS515,EZ55_04112,atpG,1,kegg.orthology:K02115,ATP,unresolved,unresolved,none,,"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma",,importer,unknown,Energy production
EZ55_TS516,EZ55_04113;EZ55_04114;EZ55_04115;EZ55_04116;EZ55_04117,atpA;atpH;atpF;atpE;atpB,5,kegg.orthology:K02111;kegg.orthology:K02113;kegg.orthology:K02109;kegg.orthology:K02110;kegg.orthology:K02108,ATP;ATP;ATP;ATP;ATP,sodium,specific_compound,inferred,function_description,"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. ; FUNCTION: This protein is part of the stalk that links CF(0) to CF(1). It either transmits conformational changes from CF(0) to CF(1) or is implicated in proton conduction",,importer,inorganic,Energy production
EZ55_TS517,EZ55_04118,atpI,1,kegg.orthology:K02116,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),atpI; ATP synthase protein I,,non_transporter,unknown,Energy production
EZ55_TS518,EZ55_04128,yidC,1,kegg.orthology:K03217,-,unresolved,unresolved,none,,"yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase",,importer,unknown,Intracellular trafficking
EZ55_TS519,EZ55_04144,chrA,1,kegg.orthology:K07240,-,unresolved,unresolved,none,,chrA; chromate transporter,,exporter,unknown,Inorganic ion transport
EZ55_TS520,EZ55_04154;EZ55_04155,cusB;cusA,2,kegg.orthology:K07798;kegg.orthology:K07787,-;PERM,copper,specific_compound,inferred,kegg_ko_keyword,"cusB, silB; membrane fusion protein, copper/silver efflux system",,exporter,inorganic,Cell wall and membrane;Inorganic ion transport
EZ55_TS521,EZ55_04157,,1,kegg.orthology:K07156,-,unresolved,unresolved,none,,"copC, pcoC; copper resistance protein C",,importer,unknown,Unknown
EZ55_TS522,EZ55_04158,,1,kegg.orthology:K07245,-,unresolved,unresolved,none,,pcoD; copper resistance protein D,,importer,unknown,Inorganic ion transport
EZ55_TS523,EZ55_04165,,1,,-,unresolved,unresolved,none,,hypothetical protein,,importer,unknown,Cell wall and membrane
EZ55_TS524,EZ55_04187,copA,1,kegg.orthology:K17686,ATP,unresolved,unresolved,none,,"copA, ctpA, ATP7; P-type Cu+ transporter [EC:7.2.2.8]",,importer,unknown,Inorganic ion transport
EZ55_TS525,EZ55_04199,,1,kegg.orthology:K07156,-,unresolved,unresolved,none,,"copC, pcoC; copper resistance protein C",,importer,unknown,Unknown
EZ55_TS526,EZ55_04200,copD,1,kegg.orthology:K07245,-,unresolved,unresolved,none,,pcoD; copper resistance protein D,,importer,unknown,Inorganic ion transport
EZ55_TS527,EZ55_04206,copA,1,kegg.orthology:K17686,ATP,unresolved,unresolved,none,,"copA, ctpA, ATP7; P-type Cu+ transporter [EC:7.2.2.8]",,importer,unknown,Inorganic ion transport
EZ55_TS528,EZ55_04287,,1,kegg.orthology:K06076,-,unresolved,unresolved,none,,fadL; long-chain fatty acid transport protein,,importer,unknown,Lipid metabolism
EZ55_TS529,EZ55_04313,chrA,1,kegg.orthology:K07240,-,unresolved,unresolved,none,,chrA; chromate transporter,,exporter,unknown,Inorganic ion transport
EZ55_TS530,EZ55_04323,merC,1,kegg.orthology:K19058,-,unresolved,unresolved,none,,merC; mercuric ion transport protein,,importer,unknown,Unknown
EZ55_TS531,EZ55_04324,merP,1,kegg.orthology:K08364,-,unresolved,unresolved,none,,merP; periplasmic mercuric ion binding protein,,importer,unknown,Inorganic ion transport
EZ55_TS532,EZ55_04325,,1,kegg.orthology:K08363,-,unresolved,unresolved,none,,merT; mercuric ion transport protein,,importer,unknown,Unknown
EZ55_TS533,EZ55_04332,helA,1,kegg.orthology:K15726,PERM,unresolved,unresolved,none,,"czcA, cusA, cnrA; heavy metal efflux system protein",,exporter,unknown,Inorganic ion transport
EZ55_TS534,EZ55_04333,,1,kegg.orthology:K15727,-,unresolved,unresolved,none,,"czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system",,exporter,unknown,Cell wall and membrane
EZ55_TS535,EZ55_04334,czcC,1,kegg.orthology:K15725,-,unresolved,unresolved,none,,"czcC, cusC, cnrC; outer membrane protein, heavy metal efflux system",,exporter,unknown,Cell wall and membrane
EZ55_TS536,EZ55_04336,,1,,ATP,unresolved,unresolved,none,,cation transporter,,importer,unknown,Inorganic ion transport
EZ55_TS537,EZ55_04337,cadR,1,kegg.orthology:K19591,-,unresolved,unresolved,none,,"cueR; MerR family transcriptional regulator, copper efflux regulator",,exporter,unknown,Transcription
EZ55_TS538,EZ55_04340,,1,,-,unresolved,unresolved,none,,ion channel,,importer,unknown,Inorganic ion transport
EZ55_TS539,EZ55_04346,ybaT,1,,PERM,unresolved,unresolved,none,,APC family permease,,importer,unknown,Amino acid metabolism
