organism_name,locus_tag,system_id,system_size,carrier_type,role_from_pfam,pfam_domains,gene_summary,kegg_ko_id,tcdb_family,substrate_provisional,substrate_confidence,substrate_source,organic_c_vs_inorganic,importer_vs_exporter,sbp_bac3_bucket,catabolic_neighbors
Alteromonas macleodii EZ55,EZ55_03475,EZ55_S0536,1,other,other/unclear,Rnf-Nqr,"nqrE :: NADH:ubiquinone reductase (Na(+)-transporting) subunit E :: NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na(+) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol",K00350,,Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1],confident,KO,ambiguous,importer,NA,EZ55_03474|EZ55_03476
Alteromonas macleodii EZ55,EZ55_03476,EZ55_S0537,1,other,other/unclear,Rnf-Nqr,"nqrD :: NADH:ubiquinone reductase (Na(+)-transporting) subunit D :: NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na(+) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol",K00349,,Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1],confident,KO,ambiguous,importer,NA,EZ55_03475|EZ55_03477
Alteromonas macleodii EZ55,EZ55_03477,EZ55_S0538,1,other,other/unclear,FMN_bind,"nqrC :: Na(+)-translocating NADH-quinone reductase subunit C :: NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol",K00348,,Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1],confident,KO,ambiguous,importer,NA,EZ55_03476|EZ55_03478
Alteromonas macleodii EZ55,EZ55_03478,EZ55_S0539,1,other,other/unclear,NQR2_RnfD_RnfE,"nqrB :: NADH:ubiquinone reductase (Na(+)-transporting) subunit B :: NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na(+) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol",K00347,,Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1],confident,KO,ambiguous,importer,NA,EZ55_03477|EZ55_03479
Alteromonas macleodii EZ55,EZ55_03479,EZ55_S0540,1,other,other/unclear,NQRA_N ; NQRA_SLBB,"nqrA :: Na(+)-translocating NADH-quinone reductase subunit A :: NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na( ) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol",K00346,,Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1],confident,KO,ambiguous,importer,NA,EZ55_03478|EZ55_03480
Alteromonas macleodii EZ55,EZ55_03486,EZ55_S0541,1,other,other/unclear,CarboxypepD_reg ; Plug ; TonB_dep_Rec_b-barrel ; OMP_b-brl_4,TonB-dependent receptor :: Carboxypeptidase regulatory-like domain,,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03487,EZ55_S0053,1,ABC-orphan-SBP,substrate-binding,NMT1 ; Phosphonate-bd,"PhnD/SsuA/transferrin family substrate-binding protein :: COG3221 ABC-type phosphate phosphonate transport system, periplasmic component",,,PhnD/SsuA/transferrin family,inferred,product/eggNOG,inorganic,importer,NA,
Alteromonas macleodii EZ55,EZ55_03490,EZ55_S0542,1,other,other/unclear,Gate ; Nucleos_tra2_C ; Nucleos_tra2_N,yeiM :: NupC/NupG family nucleoside CNT transporter :: Belongs to the concentrative nucleoside transporter (CNT) (TC 2.A.41) family,K03317,The Concentrative Nucleoside Transporter (CNT) Family,concentrative nucleoside,confident,KO,dual-C+N,importer,NA,EZ55_03489|EZ55_03491
Alteromonas macleodii EZ55,EZ55_03497,EZ55_S0543,1,other,other/unclear,CBS ; DUF294 ; DUF294_C ; cNMP_binding,putative nucleotidyltransferase substrate binding domain-containing protein :: signal-transduction protein containing cAMP-binding and CBS domains,K07182,,unresolved,inferred,none,ambiguous,importer,NA,EZ55_03496
Alteromonas macleodii EZ55,EZ55_03498,EZ55_S0544,1,other,other/unclear,SSF,actP :: sodium:solute symporter family protein :: Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family,K14393,2.A.21.7,cation/acetate,confident,KO,organic-C,importer,NA,
Alteromonas macleodii EZ55,EZ55_03500,EZ55_S0545,1,other,sensor-kinase-EXCLUDE,HATPase_c ; HisKA ; PAS_4 ; PAS_7 ; Response_reg ; SSF,PAS domain-containing hybrid sensor histidine kinase/response regulator :: PAS fold,,,unresolved,inferred,none,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_03501,EZ55_S0546,1,other,other/unclear,MS_channel_2nd,"mechanosensitive ion channel family protein :: Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions",,,unresolved,inferred,none,organic-C,importer,NA,
Alteromonas macleodii EZ55,EZ55_03505,EZ55_S0547,1,other,other/unclear,,amino acid ABC transporter substrate-binding protein :: ABC-type amino acid transport signal transduction systems periplasmic component domain,,,amino acid,inferred,product/eggNOG,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_03508,EZ55_S0548,1,other,other/unclear,Porin_2,DcaP family trimeric outer membrane transporter :: Forms passive diffusion pores that allow small molecular weight hydrophilic materials across the outer membrane,,,DcaP family trimeric outer membrane,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03509,EZ55_S0549,1,other,other/unclear,Na_Pi_cotrans,nptA :: Na/Pi symporter :: Phosphate,K14683,2.A.58.1,solute carrier family 34 (sodium-dependent phosphate cotransporter),confident,KO,inorganic,importer,NA,EZ55_03510
Alteromonas macleodii EZ55,EZ55_03540,EZ55_S0550,1,other,other/unclear,OEP,TolC family protein :: Outer membrane efflux protein,,,unresolved,inferred,none,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03542,EZ55_S0054,1,other-permease,permease,ABC_membrane,"ABC transporter transmembrane domain-containing protein :: ABC transporter, ATP-binding protein",K02021,3.A.1.106 ; 3.A.1.110 ; 3.A.1.112 ; 3.A.1.113 ; 3.A.1.117 ; 3.A.1.21,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03543,EZ55_S0551,1,other,other/unclear,HTH_1 ; LysR_substrate,nhaR :: LysR family transcriptional regulator :: Transcriptional regulator,K03717,,"LysR family transcriptional regulator, transcriptional activator of nhaA",confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03550,EZ55_S0552,1,other,other/unclear,Glycos_transf_2 ; Methyltransf_12 ; Methyltransf_23,glycosyltransferase family 2 protein :: Glycosyltransferase like family 2,K20444,4.D.1.3,O-antigen biosynthesis protein [EC:2.4.1.-],confident,KO,ambiguous,exporter,NA,EZ55_03549|EZ55_03551
Alteromonas macleodii EZ55,EZ55_03552,EZ55_S0553,1,other,other/unclear,RmlD_sub_bind,rfbD :: dTDP-4-dehydrorhamnose reductase :: Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose,K00067,,dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133],confident,KO,organic-C,importer,NA,EZ55_03551|EZ55_03553
Alteromonas macleodii EZ55,EZ55_03580,EZ55_S0554,1,other,other/unclear,SecY,"secY :: preprotein translocase subunit SecY :: The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently",K03076,The General Secretory Pathway (Sec) Family,preprotein translocase subunit SecY,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03594,EZ55_S0555,1,other,other/unclear,SpoU_methylase ; SpoU_sub_bind,rlmB :: 23S rRNA (guanosine(2251)-2^-O)-methyltransferase RlmB :: Specifically methylates the ribose of guanosine 2251 in 23S rRNA,K03218,,23S rRNA (guanosine2251-2^-O)-methyltransferase [EC:2.1.1.185],confident,KO,organic-C,importer,NA,EZ55_03593|EZ55_03595
Alteromonas macleodii EZ55,EZ55_03601,EZ55_S0556,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor :: receptor,,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03604,EZ55_S0557,1,other,other/unclear,Sel1,"motX :: tetratricopeptide repeat protein :: COG0790 FOG TPR repeat, SEL1 subfamily",K21217,1.A.30.1,sodium-type polar flagellar protein MotX,confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_03609,EZ55_S0055,1,ABC-orphan-SBP,substrate-binding,SBP_bac_3,substrate-binding periplasmic protein :: ABC-type amino acid transport signal transduction systems periplasmic component domain,K02030,3.A.1.3,polar amino acid,confident,KO,dual-C+N,importer,sensory,EZ55_03608
Alteromonas macleodii EZ55,EZ55_03614,EZ55_S0558,1,other,other/unclear,Cyt_bd_oxida_I,"cydA :: cytochrome ubiquinol oxidase subunit I :: COG1271 Cytochrome bd-type quinol oxidase, subunit 1",K00425,3.D.4.3,cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],confident,KO,ambiguous,importer,NA,EZ55_03615
Alteromonas macleodii EZ55,EZ55_03615,EZ55_S0559,1,other,other/unclear,Cyt_bd_oxida_II,"cydB :: cytochrome d ubiquinol oxidase subunit II :: COG1294 Cytochrome bd-type quinol oxidase, subunit 2",K00426,3.D.4.3,cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],confident,KO,ambiguous,importer,NA,EZ55_03614
Alteromonas macleodii EZ55,EZ55_03627,EZ55_S0056,1,ABC-orphan-SBP,substrate-binding,Phosphonate-bd,"phosphate/phosphite/phosphonate ABC transporter substrate-binding protein :: ABC-type phosphate phosphonate transport system, periplasmic component",K02044,3.A.1.9,phosphonate,confident,KO,inorganic,importer,NA,
Alteromonas macleodii EZ55,EZ55_03632,EZ55_S0560,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,"TonB-dependent receptor :: COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,The Outer Membrane Receptor (OMR) Family,iron complex outermembrane recepter protein,confident,KO,inorganic,importer,NA,EZ55_03631
Alteromonas macleodii EZ55,EZ55_03634,EZ55_S0561,1,other,other/unclear,Amidohydro_1 ; PD40,amidohydrolase family protein :: COG0823 Periplasmic component of the Tol biopolymer transport system,,,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03640,EZ55_S0562,1,other,other/unclear,MotA_ExbB,MotA/TolQ/ExbB proton channel family protein :: MotA/TolQ/ExbB proton channel family,,,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03644,EZ55_S0563,1,other,other/unclear,,HlyD family secretion protein,K13408,The Membrane Fusion Protein (MFP) Family,membrane fusion protein,confident,KO,ambiguous,exporter,NA,EZ55_03643
Alteromonas macleodii EZ55,EZ55_03645,EZ55_S0057,1,other-permease,permease,ABC_membrane ; ABC_tran ; Peptidase_C39 ; cNMP_binding,"cvaB :: peptidase domain-containing ABC transporter :: COG2274 ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",K06147 ; K13409,3.A.1.106 ; 3.A.1.109 ; 3.A.1.110 ; 3.A.1.21,unresolved,inferred,none,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03672,EZ55_S0564,1,other,other/unclear,FtsX,ftsX :: permease-like cell division protein FtsX :: Part of the ABC transporter FtsEX involved in cellular division,K09811,3.A.1.140,cell division,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03673,EZ55_S0058,1,other-permease,ATP-binding,ABC_tran,ftsE :: cell division ATP-binding protein FtsE :: Part of the ABC transporter FtsEX involved in cellular division. Important for assembly or stability of the septal ring,K09812,3.A.1.140,cell division,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03674,EZ55_S0565,1,other,other/unclear,SRP54 ; SRP54_N,"ftsY :: signal recognition particle-docking protein FtsY :: Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC). Interaction with SRP-RNC leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components",K03110,3.A.5.1 ; 3.A.5.2 ; 3.A.5.7,fused signal recognition particle,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03677,EZ55_S0566,1,other,other/unclear,MarC,yhgN :: YhgN family NAAT transporter :: UPF0056 membrane protein,K05595,2.A.95.1,multiple antibiotic resistance protein,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03690,EZ55_S0567,1,other,other/unclear,ABC2_membrane,yadH :: ABC transporter permease :: Transport permease protein,K01992,The ATP-binding Cassette (ABC) Superfamily,yadH ::,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03691,EZ55_S0059,1,other-permease,ATP-binding,ABC_tran,"yadG :: ABC transporter ATP-binding protein :: COG1131 ABC-type multidrug transport system, ATPase component",K01990,The ATP-binding Cassette (ABC) Superfamily,yadG ::,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03697,EZ55_S0568,1,other,other/unclear,Peptidase_M56 ; TonB_C,energy transducer TonB :: Gram-negative bacterial TonB protein C-terminal,,,energy transducer TonB,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03699,EZ55_S0569,1,other,other/unclear,ArsP_1,SO_0444 family Cu/Zn efflux transporter :: Predicted permease,K07089,,SO_0444 family Cu/Zn efflux,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03700,EZ55_S0570,1,other,other/unclear,CstA,cstA :: carbon starvation CstA family protein :: Carbon starvation protein,K06200,,carbon starvation protein,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03709,EZ55_S0571,1,other,other/unclear,TonB_C,"energy transducer TonB :: Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins",K03832,2.C.1.1,periplasmic protein TonB,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03710,EZ55_S0572,1,other,other/unclear,ExbD,ExbD/TolR family protein :: Biopolymer transport protein ExbD/TolR,K03559,1.A.30.2.1,biopolymer,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03711,EZ55_S0573,1,other,other/unclear,MotA_ExbB,MotA/TolQ/ExbB proton channel family protein :: MotA/TolQ/ExbB proton channel family,K03561,1.A.30.2.1,biopolymer,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03712,EZ55_S0574,1,other,other/unclear,MotA_ExbB,MotA/TolQ/ExbB proton channel family protein :: MotA/TolQ/ExbB proton channel family,K03561,1.A.30.2.1,biopolymer,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03714,EZ55_S0575,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,fepA :: FepA family TonB-dependent siderophore receptor :: Receptor,K16089 ; K19611,1.B.14.1.22 ; 1.B.14.1.3 ; 1.B.14.1.5 ; 1.B.14.10,outer membrane,confident,KO,inorganic,importer,NA,EZ55_03715
Alteromonas macleodii EZ55,EZ55_03717,EZ55_S0576,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor :: TonB dependent receptor,K16090,1.B.14.1.11,catecholate siderophore,confident,KO,inorganic,importer,NA,EZ55_03716|EZ55_03718
Alteromonas macleodii EZ55,EZ55_03733,EZ55_S0577,1,other,other/unclear,SecE,secE :: preprotein translocase subunit SecE :: Essential subunit of the Sec protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation,K03073,3.A.5.1 ; 3.A.5.2,preprotein translocase subunit SecE,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03735,EZ55_S0060,1,other-permease,permease,ABC_membrane ; ABC_tran,"vcaM :: ABC transporter ATP-binding protein :: COG1132 ABC-type multidrug transport system, ATPase and permease components",K06147 ; K18893,3.A.1.106 ; 3.A.1.109 ; 3.A.1.21,vcaM ::,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03741,EZ55_S0061,1,ABC-orphan-SBP,substrate-binding,SBP_bac_3,"substrate-binding periplasmic protein :: Bacterial extracellular solute-binding proteins, family 3",K02030,3.A.1.3,polar amino acid,confident,KO,dual-C+N,importer,transport-inferred,
Alteromonas macleodii EZ55,EZ55_03746,EZ55_S0578,1,other,other/unclear,MS_channel_2nd ; MS_channel_1st_1,mechanosensitive ion channel family protein :: Mechanosensitive ion channel,K03442,1.A.23.2,small conductance mechanosensitive channel,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03747,EZ55_S0579,1,secondary-carrier,secondary-carrier,MFS_1,MFS transporter :: COG0738 Fucose permease,,,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03758,EZ55_S0062,1,ABC-orphan-SBP,substrate-binding,SBP_bac_3,transporter substrate-binding domain-containing protein :: ABC-type amino acid transport signal transduction systems periplasmic component domain,,,unresolved,inferred,none,dual-C+N,importer,transport-inferred,EZ55_03759
Alteromonas macleodii EZ55,EZ55_03766,EZ55_S0580,1,other,other/unclear,HTH_1 ; LysR_substrate,"LysR family transcriptional regulator :: Bacterial regulatory helix-turn-helix protein, lysR family",K09681,,"LysR family transcriptional regulator, transcription activator of glutamate synthase operon",confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_03777,EZ55_S0581,1,other,other/unclear,ABG_transport,ydaH :: AbgT family transporter :: Transporter,K12942,,aminobenzoyl-glutamate,confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_03792,EZ55_S0582,1,other,other/unclear,FUR,fur :: transcriptional repressor :: Belongs to the Fur family,K09823,,"Fur family transcriptional regulator, zinc",confident,KO,inorganic,importer,NA,
Alteromonas macleodii EZ55,EZ55_03795,EZ55_S0583,1,other,other/unclear,OMP_b-brl ; OmpA ; OmpA_membrane ; TSP_3,OmpA family protein :: Belongs to the ompA family,K03286,The OmpA-OmpF Porin (OOP) Family,"OmpA-OmpF porin, OOP family",confident,KO,ambiguous,importer,NA,ALTBGP6_RS18665
Alteromonas macleodii EZ55,EZ55_03806,EZ55_S0584,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor :: TonB dependent receptor,K02014 ; K16087,1.B.14.2,iron complex outermembrane recepter protein,confident,KO,inorganic,importer,NA,
Alteromonas macleodii EZ55,EZ55_03807,EZ55_S0585,1,other,other/unclear,,efflux RND transporter periplasmic adaptor subunit :: Barrel-sandwich domain of CusB or HlyD membrane-fusion,,,efflux RND,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03808,EZ55_S0586,1,other,other/unclear,ACR_tran,efflux RND transporter permease subunit :: Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,,,efflux RND,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03813,EZ55_S0063,1,other-permease,ATP-binding,ABC_tran,"ABC transporter ATP-binding protein :: ABC-type antimicrobial peptide transport system, ATPase component",K02003,The ATP-binding Cassette (ABC) Superfamily,unresolved,inferred,none,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_03814,EZ55_S0587,1,other,other/unclear,FtsX ; MacB_PCD,"ABC transporter permease :: ABC-type antimicrobial peptide transport system, permease component",K02004,The ATP-binding Cassette (ABC) Superfamily,unresolved,inferred,none,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_03824,EZ55_S0588,1,other,other/unclear,TauE,TSUP family transporter :: membrane transporter protein,,,TSUP family,inferred,product/eggNOG,ambiguous,importer,NA,EZ55_03825
Alteromonas macleodii EZ55,EZ55_03826,EZ55_S0589,1,other,other/unclear,SSF,yidK :: solute:sodium symporter family transporter :: Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family,K03307,The Solute:Sodium Symporter (SSS) Family,solute:Na+,confident,KO,inorganic,importer,NA,EZ55_03825
Alteromonas macleodii EZ55,EZ55_03827,EZ55_S0590,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor :: TonB dependent receptor,K02014,The Outer Membrane Receptor (OMR) Family,iron complex outermembrane recepter protein,confident,KO,inorganic,importer,NA,
Alteromonas macleodii EZ55,EZ55_03828,EZ55_S0591,1,other,other/unclear,Cation_efflux,cation diffusion facilitator family transporter :: COG1230 Co Zn Cd efflux system component,K16264,2.A.4.1,cobalt-zinc-cadmium efflux system protein,confident,KO,inorganic,exporter,NA,EZ55_03829
Alteromonas macleodii EZ55,EZ55_03830,EZ55_S0592,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,"TonB-dependent receptor :: COG1629 Outer membrane receptor proteins, mostly Fe transport",,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,EZ55_03829
Alteromonas macleodii EZ55,EZ55_03832,EZ55_S0593,1,other,other/unclear,Na_H_antiporter,nhaC :: Na+/H+ antiporter NhaC :: Na+/H+ antiporter family,K03315,The NhaC Na+:H+ Antiporter (NhaC) Family,Na+:H+,confident,KO,ambiguous,importer,NA,EZ55_03833
Alteromonas macleodii EZ55,EZ55_03834,EZ55_S0594,1,secondary-carrier,secondary-carrier,MFS_1,gluP :: sugar MFS transporter :: glucose galactose transporter,K02429,2.A.1.7,sugar MFS,inferred,product/eggNOG,organic-C,importer,NA,EZ55_03833
Alteromonas macleodii EZ55,EZ55_03836,EZ55_S0064,1,ABC-orphan-SBP,substrate-binding,LacI ; Peripla_BP_3,LacI family DNA-binding transcriptional regulator :: transcriptional,,,LacI family DNA-binding transcriptional regulator,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03837,EZ55_S0595,1,secondary-carrier,secondary-carrier,Sugar_tr,xylE :: sugar porter family MFS transporter :: Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family,K08138 ; K08139,2.A.1.1.3,sugar porter family MFS,inferred,product/eggNOG,organic-C,importer,NA,
Alteromonas macleodii EZ55,EZ55_03838,EZ55_S0065,2,other-permease,ATP-binding,ABC_tran,"ATP-binding cassette domain-containing protein :: COG4987 ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components",K16012,3.A.1.129,unresolved,inferred,none,ambiguous,importer,NA,EZ55_03840
Alteromonas macleodii EZ55,EZ55_03839,EZ55_S0065,2,other-permease,permease,ABC_membrane ; ABC_tran,"cydD :: ATP-binding cassette domain-containing protein :: COG4988 ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components",K16013,3.A.1.129,unresolved,inferred,none,ambiguous,importer,NA,EZ55_03840
Alteromonas macleodii EZ55,EZ55_03840,EZ55_S0596,1,other,other/unclear,YbgT_YccB,cydX :: cytochrome bd-I oxidase subunit CydX :: Cyd operon protein YbgT,K00424,3.D.4.3,cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7],confident,KO,ambiguous,importer,NA,EZ55_03841
Alteromonas macleodii EZ55,EZ55_03841,EZ55_S0597,1,other,other/unclear,Cyt_bd_oxida_II,"cydB :: cytochrome d ubiquinol oxidase subunit II :: oxidase, subunit",K00426,3.D.4.3,cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],confident,KO,ambiguous,importer,NA,EZ55_03840|EZ55_03842
Alteromonas macleodii EZ55,EZ55_03842,EZ55_S0598,1,other,other/unclear,Cyt_bd_oxida_I,cydA :: cytochrome ubiquinol oxidase subunit I :: oxidase subunit 1,K00425,3.D.4.3,cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],confident,KO,ambiguous,importer,NA,EZ55_03841
Alteromonas macleodii EZ55,EZ55_03846,EZ55_S0599,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor plug domain-containing protein :: TonB dependent receptor,K02014,The Outer Membrane Receptor (OMR) Family,iron complex outermembrane recepter protein,confident,KO,inorganic,importer,NA,
Alteromonas macleodii EZ55,EZ55_03847,EZ55_S0600,1,other,other/unclear,TauE,sulfite exporter TauE/SafE family protein :: membrane transporter protein,,,unresolved,inferred,none,inorganic,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03851,EZ55_S0601,1,other,other/unclear,CarboxypepD_reg ; Plug ; TonB_dep_Rec_b-barrel,irp :: TonB-dependent receptor :: TonB dependent receptor,K02014,The Outer Membrane Receptor (OMR) Family,iron complex outermembrane recepter protein,confident,KO,inorganic,importer,NA,
Alteromonas macleodii EZ55,EZ55_03862,EZ55_S0602,1,other,other/unclear,MMPL,efflux RND transporter permease subunit :: exporters of the RND superfamily,K07003,,efflux RND,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_03863,EZ55_S0603,1,secondary-carrier,secondary-carrier,MFS_1,MFS transporter :: Major facilitator superfamily,,,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03882,EZ55_S0604,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor :: TonB dependent receptor,K02014,The Outer Membrane Receptor (OMR) Family,iron complex outermembrane recepter protein,confident,KO,inorganic,importer,NA,EZ55_03881
Alteromonas macleodii EZ55,EZ55_03885,EZ55_S0605,1,other,other/unclear,HTH_1 ; LysR_substrate,LysR family transcriptional regulator :: Transcriptional regulator,,,LysR family transcriptional regulator,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_03886,EZ55_S0606,1,other,other/unclear,Toluene_X,fadL :: OmpP1/FadL family transporter :: Long-chain fatty acid,K06076,The FadL Outer Membrane Protein (FadL) Family,long-chain fatty acid,confident,KO,organic-C,importer,NA,EZ55_03887
Alteromonas macleodii EZ55,EZ55_03890,EZ55_S0607,1,other,other/unclear,ABC_sub_bind,ABC transporter substrate-binding protein :: ABC transporter substrate binding protein,K01989,,unresolved,inferred,none,ambiguous,importer,NA,EZ55_03891
Alteromonas macleodii EZ55,EZ55_03897,EZ55_S0608,1,secondary-carrier,secondary-carrier,EamA,DMT family transporter :: COG0697 Permeases of the drug metabolite transporter (DMT) superfamily,,,DMT family,inferred,product/eggNOG,ambiguous,importer,NA,EZ55_03896
Alteromonas macleodii EZ55,EZ55_03906,EZ55_S0609,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent receptor :: TonB-dependent Receptor Plug Domain,,,TonB-dependent,inferred,product/eggNOG,ambiguous,importer,NA,
