og_id,consensus_product,total_member_count,total_organism_count,proc_strains,proc_members,proc_hypo_members,frac_hypo,tier,is_hypothetical,breadth,n_significant_datapoints,best_rank,max_abs_log2fc,direction,direction_by_treatment,n_tested_datapoints,pct_datapoints_de,n_members_with_de,dominant_category,responded,is_broad,is_prominent,is_highlight
cyanorak:CK_00000357,transcription antitermination protein NusB,21,21,17,17,0,0.0,core,False,4,8,46.0,4.13,mixed,"{'carbon': 'down', 'darkness': 'up', 'nitrogen': 'down', 'salt': 'down'}",,,4.0,Transcription,True,False,False,False
cyanorak:CK_00001002,cyclic-di-AMP phosphodiesterase PgpH,20,20,16,16,0,0.0,core,False,4,8,13.0,3.83,mixed,"{'darkness': 'down', 'light': 'up', 'nitrogen': 'mixed', 'salt': 'up'}",,,3.0,Unknown,True,False,False,False
cyanorak:CK_00001503,sodium-dependent transporter,19,19,15,15,0,0.0,core,False,4,8,20.0,2.95,mixed,"{'darkness': 'mixed', 'plastic': 'down', 'salt': 'down', 'viral': 'down'}",,,4.0,Transport,True,False,False,False
cyanorak:CK_00038486,fluoride exporter,18,18,14,14,0,0.0,core,False,4,8,2.0,6.07,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'down'}",,,3.0,Transport,True,False,True,False
cyanorak:CK_00006850,glycosyl transferase family GT1,17,17,14,14,0,0.0,core,False,4,8,28.0,2.5,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'up'}",,,4.0,Cell wall and membrane,True,False,False,False
cyanorak:CK_00001477,"conserved hypothetical protein, DUF2358 superfamily",17,17,13,13,0,0.0,broad,False,4,8,48.0,5.3,mixed,"{'darkness': 'mixed', 'growth_phase': 'up', 'plastic': 'up', 'salt': 'up'}",,,4.0,Transcription,True,False,False,False
cyanorak:CK_00000324,aspartate-semialdehyde dehydrogenase,21,21,17,17,0,0.0,core,False,4,7,67.0,2.8,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'light': 'up', 'salt': 'down'}",,,3.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00000535,NADH dehydrogenase I subunit NdhN,21,21,17,17,0,0.0,core,False,4,7,72.0,2.23,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'down', 'salt': 'down'}",,,3.0,Carbohydrate metabolism,True,False,False,False
cyanorak:CK_00001097,photosystem II S4 domain protein,21,21,17,17,0,0.0,core,False,4,7,57.0,11.6,mixed,"{'coculture': 'down', 'darkness': 'down', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Stress response and adaptation,True,False,True,False
cyanorak:CK_00000105,"two component sensor, signal transduction histidine kinase",21,21,17,17,0,0.0,core,False,4,7,18.0,2.67,mixed,"{'carbon': 'down', 'darkness': 'down', 'nitrogen': 'down', 'salt': 'up'}",,,3.0,Signal transduction,True,False,False,False
cyanorak:CK_00000718,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,21,21,17,17,0,0.0,core,False,4,7,15.0,1.96,mixed,"{'darkness': 'mixed', 'growth_phase': 'down', 'nitrogen': 'down', 'salt': 'up'}",,,4.0,Translation,True,False,False,False
cyanorak:CK_00001655,bifunctional NAD(P)HX epimerase / NAD(P)HX dehydratase,19,19,17,17,0,0.0,core,False,4,7,73.0,5.76,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'up'}",,,4.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00000756,"di-trans,poly-cis-decaprenylcistransferase",21,21,17,17,0,0.0,core,False,4,7,36.0,6.34,mixed,"{'darkness': 'down', 'growth_phase': 'up', 'nitrogen': 'mixed', 'salt': 'up'}",,,5.0,Cell wall and membrane,True,False,False,False
cyanorak:CK_00000397,zinc uptake regulator family protein,21,21,17,17,0,0.0,core,False,4,7,22.0,7.21,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'down'}",,,3.0,Regulatory functions,True,False,False,False
cyanorak:CK_00000909,Preprotein translocase SecF subunit,21,21,17,17,0,0.0,core,False,4,7,40.0,6.75,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'up'}",,,4.0,Post-translational modification,True,False,False,False
cyanorak:CK_00000836,PHP domain-containing protein,21,21,17,17,0,0.0,core,False,4,7,33.0,10.55,mixed,"{'coculture': 'down', 'darkness': 'up', 'nitrogen': 'down', 'salt': 'up'}",,,3.0,Unknown,True,False,True,False
cyanorak:CK_00000375,uncharacterized membrane protein,21,21,17,17,0,0.0,core,False,4,7,65.0,6.97,mixed,"{'darkness': 'mixed', 'plastic': 'up', 'salt': 'up', 'viral': 'down'}",,,4.0,Unknown,True,False,False,False
cyanorak:CK_00000941,putative 6-pyruvoyl tetrahydropterin synthase,21,21,17,17,0,0.0,core,False,4,7,55.0,6.59,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,4.0,Cellular processes,True,False,False,False
cyanorak:CK_00000618,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,21,21,17,17,0,0.0,core,False,4,7,6.0,3.98,mixed,"{'darkness': 'mixed', 'light': 'up', 'nitrogen': 'up', 'salt': 'up'}",,,3.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000251,queuine tRNA-ribosyltransferase,21,21,17,17,0,0.0,core,False,4,7,48.0,2.38,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'phosphorus': 'down', 'salt': 'up'}",,,3.0,Translation,True,False,False,False
cyanorak:CK_00000478,uncharacterised membrane protein Ycf20,21,21,17,17,0,0.0,core,False,4,7,52.0,5.19,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,4.0,Unknown,True,False,False,False
cyanorak:CK_00051940,"NAD-dependent DNA ligase, N-terminal domain",11,10,10,11,0,0.0,broad,False,4,7,82.0,2.07,mixed,"{'carbon': 'down', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'up'}",,,3.0,Replication and repair,True,False,False,False
cyanorak:CK_00042847,protein of unknown function DUF482,21,21,17,17,0,0.0,core,False,4,6,93.0,10.45,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,4.0,Unknown,True,False,True,False
cyanorak:CK_00001129,putative N6-adenine-specific DNA methylase,21,21,17,17,0,0.0,core,False,4,6,243.0,4.58,mixed,"{'darkness': 'down', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'up'}",,,4.0,Replication and repair,True,False,False,False
cyanorak:CK_00001398,uncharacterized membrane protein,20,20,16,16,0,0.0,core,False,4,6,55.0,12.04,mixed,"{'coculture': 'mixed', 'darkness': 'mixed', 'salt': 'up', 'viral': 'down'}",,,4.0,Unknown,True,False,True,False
cyanorak:CK_00001308,conserved hypothetical protein,17,17,13,13,0,0.0,broad,False,4,6,1.0,12.67,mixed,"{'coculture': 'down', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,5.0,Unknown,True,False,True,False
cyanorak:CK_00001302,methyltransferase domain protein,16,16,12,12,0,0.0,broad,False,4,6,44.0,3.41,mixed,"{'coculture': 'down', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'down'}",,,3.0,Secondary metabolites,True,False,False,False
cyanorak:CK_00001851,conserved hypothetical protein,13,13,10,10,0,0.0,broad,False,4,6,27.0,2.56,mixed,"{'carbon': 'down', 'growth_phase': 'down', 'nitrogen': 'up', 'salt': 'up'}",,,4.0,Unknown,True,False,False,False
cyanorak:CK_00001732,pirin-like protein,12,12,9,9,0,0.0,broad,False,4,6,174.0,10.81,mixed,"{'coculture': 'down', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'down'}",,,3.0,Stress response and adaptation,True,False,True,False
cyanorak:CK_00001126,cytochrome c biogenesis protein,21,21,17,17,0,0.0,core,False,4,5,76.0,6.36,mixed,"{'darkness': 'down', 'growth_phase': 'down', 'plastic': 'up', 'salt': 'up'}",,,4.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000856,methionyl-tRNA formyltransferase,21,21,17,17,0,0.0,core,False,4,5,22.0,3.55,mixed,"{'coculture': 'up', 'darkness': 'mixed', 'salt': 'up', 'viral': 'up'}",,,4.0,Translation,True,False,False,False
cyanorak:CK_00000227,phytoene synthase,21,21,17,17,0,0.0,core,False,4,5,92.0,1.74,mixed,"{'carbon': 'up', 'darkness': 'up', 'nitrogen': 'mixed', 'salt': 'down'}",,,5.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00056292,conserved hypothetical protein,10,10,10,10,1,0.1,broad,False,4,5,22.0,10.89,mixed,"{'coculture': 'down', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'down'}",,,3.0,Coenzyme metabolism,True,False,True,False
cyanorak:CK_00056450,conserved hypothetical protein,11,9,9,11,0,0.0,broad,False,4,5,14.0,12.67,mixed,"{'coculture': 'down', 'growth_phase': 'up', 'nitrogen': 'mixed', 'salt': 'up'}",,,4.0,Unknown,True,False,True,False
cyanorak:CK_00044281,site-specific recombinase,15,13,13,15,0,0.0,broad,False,4,4,12.0,1.8,mixed,"{'carbon': 'up', 'coculture': 'up', 'nitrogen': 'down', 'salt': 'down'}",,,4.0,Replication and repair,True,False,False,False
cyanorak:CK_00000611,aldo/keto reductase family protein,17,17,13,13,0,0.0,broad,False,4,4,7.0,10.89,mixed,"{'coculture': 'down', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'up'}",,,3.0,Unknown,True,False,True,False
cyanorak:CK_00001198,conserved hypothetical protein,17,17,13,13,0,0.0,broad,False,4,4,25.0,5.12,mixed,"{'coculture': 'down', 'nitrogen': 'down', 'salt': 'up', 'viral': 'up'}",,,3.0,Unknown,True,False,False,False
cyanorak:CK_00003607,conserved hypothetical protein,9,9,9,9,0,0.0,broad,False,4,4,9.0,2.95,mixed,"{'carbon': 'up', 'light': 'up', 'nitrogen': 'down', 'salt': 'up'}",,,2.0,Cell cycle and division,True,False,False,False
cyanorak:CK_00004195,possible high light inducible protein,29,10,10,29,0,0.0,broad,False,3,72,4.0,5.75,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'salt': 'up'}",,,8.0,Stress response and adaptation,True,False,True,False
cyanorak:CK_00000338,3-phosphoserine transaminase,21,21,17,17,0,0.0,core,False,3,19,18.0,4.34,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'down'}",,,4.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00000384,uroporphyrinogen-III C-methyltransferase,21,21,17,17,0,0.0,core,False,3,18,35.0,6.28,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'up'}",,,4.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000342,"acetyl-CoA carboxylase, biotin carboxyl carrier protein",21,21,17,17,0,0.0,core,False,3,18,55.0,2.07,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'up'}",,,5.0,Lipid metabolism,True,False,False,False
cyanorak:CK_00001433,conserved hypothetical protein (DUF3303),16,15,11,12,0,0.0,broad,False,3,18,7.0,3.41,mixed,"{'carbon': 'down', 'nitrogen': 'mixed', 'salt': 'up'}",,,3.0,Unknown,True,False,False,False
cyanorak:CK_00000720,30S ribosomal protein S16,21,21,17,17,0,0.0,core,False,3,17,30.0,3.29,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'down'}",,,4.0,Translation,True,False,False,False
cyanorak:CK_00000858,(E)-4-hydroxy-3-methylbut-2-enyl diphosphate synthase,21,21,17,17,0,0.0,core,False,3,17,6.0,3.24,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'down'}",,,4.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00001089,50S ribosomal protein L27,21,21,17,17,0,0.0,core,False,3,16,29.0,3.13,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'down'}",,,3.0,Translation,True,False,False,False
cyanorak:CK_00000905,ferredoxin-interacting protein Ycf53,21,21,17,17,0,0.0,core,False,3,16,65.0,4.27,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'up'}",,,5.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000875,6-phosphogluconate dehydrogenase,21,21,17,17,0,0.0,core,False,3,16,23.0,5.51,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'up'}",,,4.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00001007,cytochrome cM,20,20,16,16,0,0.0,core,False,3,16,18.0,6.49,mixed,"{'darkness': 'down', 'nitrogen': 'up', 'salt': 'down'}",,,4.0,Carbohydrate metabolism,True,False,False,False
cyanorak:CK_00003479,peptidase S51,13,13,13,13,0,0.0,broad,False,3,16,1.0,3.79,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'down'}",,,3.0,Post-translational modification,True,False,True,False
cyanorak:CK_00001555,A predicted alpha-helical domain with a conserved ER motif family protein,15,15,12,12,0,0.0,broad,False,3,16,7.0,6.77,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Unknown,True,False,False,False
cyanorak:CK_00001355,ferredoxin--nitrite reductase,14,13,9,10,0,0.0,broad,False,3,16,1.0,6.47,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'down'}",,,2.0,Stress response and adaptation,True,False,True,False
cyanorak:CK_00000285,ribonuclease III,21,21,17,17,0,0.0,core,False,3,15,30.0,4.71,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Transcription,True,False,False,False
cyanorak:CK_00000153,pyruvate dehydrogenase E1 component complex alpha subunit,21,21,17,17,0,0.0,core,False,3,15,54.0,4.82,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Carbohydrate metabolism,True,False,False,False
cyanorak:CK_00000837,branched-chain amino acid aminotransferase,21,21,17,17,0,0.0,core,False,3,15,26.0,1.74,mixed,"{'darkness': 'down', 'nitrogen': 'mixed', 'salt': 'down'}",,,4.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00000889,ATP-dependent DNA helicase,21,21,17,17,0,0.0,core,False,3,15,47.0,7.01,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'salt': 'down'}",,,2.0,Replication and repair,True,False,False,False
cyanorak:CK_00000631,50S ribosomal protein L19,21,21,17,17,0,0.0,core,False,3,15,36.0,2.0,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'up'}",,,4.0,Translation,True,False,False,False
cyanorak:CK_00000482,chorismate synthase,21,21,17,17,0,0.0,core,False,3,15,64.0,2.94,mixed,"{'darkness': 'down', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00044839,"uncharacterized conserved inner membrane protein, YqjD/ElaB family",21,21,17,17,0,0.0,core,False,3,15,40.0,3.35,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Unknown,True,False,False,False
cyanorak:CK_00000415,arginine decarboxylase,21,21,17,17,0,0.0,core,False,3,15,46.0,5.76,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,3.0,Central intermediary metabolism,True,False,False,False
cyanorak:CK_00000097,conserved hypothetical protein (DUF3303),19,18,16,16,0,0.0,core,False,3,15,9.0,3.51,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,4.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00001733,conserved hypothetical protein,16,15,13,14,0,0.0,broad,False,3,15,53.0,6.65,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,4.0,Unknown,True,False,False,False
cyanorak:CK_00003476,possible uridine kinase,12,12,12,12,0,0.0,broad,False,3,15,16.0,5.48,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'up'}",,,3.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00000559,cofactor assembly of complex C subunit CBB1,21,21,17,17,0,0.0,core,False,3,14,37.0,4.09,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'up'}",,,4.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00001063,histidinol dehydrogenase,21,21,17,17,0,0.0,core,False,3,14,5.0,1.65,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'salt': 'up'}",,,4.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00000834,"excinuclease UvrABC complex, endonuclease subunit",21,21,17,17,0,0.0,core,False,3,14,35.0,2.69,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'up'}",,,4.0,Replication and repair,True,False,False,False
cyanorak:CK_00000793,ABC transporter family protein,21,21,17,17,0,0.0,core,False,3,14,28.0,5.41,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'up'}",,,3.0,Transport,True,False,False,False
cyanorak:CK_00000871,dihydroxy-acid dehydratase,21,21,17,17,0,0.0,core,False,3,14,118.0,2.59,mixed,"{'darkness': 'down', 'nitrogen': 'mixed', 'salt': 'up'}",,,4.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00001274,plastocyanin,21,21,17,17,0,0.0,core,False,3,14,100.0,3.29,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'down'}",,,4.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00000336,"GMP synthase (glutamine-hydrolyzing), N-terminal domain",21,21,17,17,0,0.0,core,False,3,14,23.0,6.37,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'down'}",,,3.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00002301,"fructose-1,6-bisphosphate aldolase class I",14,14,12,12,0,0.0,broad,False,3,14,2.0,3.48,mixed,"{'darkness': 'mixed', 'phosphorus': 'mixed', 'salt': 'up'}",,,2.0,Stress response and adaptation,True,False,True,False
cyanorak:CK_00054734,reactive intermediate/imine deaminase A,21,21,17,17,0,0.0,core,False,3,13,61.0,2.35,mixed,"{'darkness': 'down', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Transcription,True,False,False,False
cyanorak:CK_00000666,conserved hypothetical protein,21,21,17,17,0,0.0,core,False,3,13,12.0,6.27,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'up'}",,,4.0,Unknown,True,False,False,False
cyanorak:CK_00000841,ATP adenylyltransferase,20,20,16,16,0,0.0,core,False,3,13,89.0,5.45,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'up'}",,,4.0,Nucleotide metabolism,True,False,False,False
cyanorak:CK_00000610,uncharacterized conserved secreted protein,20,20,16,16,0,0.0,core,False,3,13,28.0,5.53,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'up'}",,,3.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00046403,conserved hypothetical protein (DUF1651),21,20,16,16,0,0.0,core,False,3,13,16.0,5.22,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,3.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00001553,Armadillo-like helical-containing protein,14,13,9,10,4,0.4,broad,False,3,13,5.0,4.35,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up'}",,,2.0,Unknown,True,False,False,False
cyanorak:CK_00001729,uncharacterized conserved membrane protein,21,21,17,17,0,0.0,core,False,3,12,5.0,9.39,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'up'}",,,3.0,Cell wall and membrane,True,False,True,False
cyanorak:CK_00000106,D-3-phosphoglycerate dehydrogenase (PGDH),21,21,17,17,0,0.0,core,False,3,12,58.0,5.96,mixed,"{'darkness': 'down', 'nitrogen': 'mixed', 'salt': 'down'}",,,3.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00000731,"phenylalanine--tRNA ligase, alpha subunit",21,21,17,17,0,0.0,core,False,3,12,147.0,2.24,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'down'}",,,4.0,Translation,True,False,False,False
cyanorak:CK_00000591,"3^(2^), 5^-bisphosphate nucleotidase",21,21,17,17,0,0.0,core,False,3,12,16.0,2.22,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'salt': 'up'}",,,4.0,Central intermediary metabolism,True,False,False,False
cyanorak:CK_00001021,alpha/beta hydrolase,21,21,17,17,0,0.0,core,False,3,12,26.0,2.78,mixed,"{'darkness': 'down', 'nitrogen': 'up', 'salt': 'up'}",,,3.0,Unknown,True,False,False,False
cyanorak:CK_00001015,"oligopeptide ABC transporter, membrane component",21,21,17,17,0,0.0,core,False,3,12,61.0,5.81,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,3.0,Transport,True,False,False,False
cyanorak:CK_00000898,signal peptidase II,21,21,17,17,0,0.0,core,False,3,12,2.0,5.07,mixed,"{'darkness': 'up', 'nitrogen': 'mixed', 'salt': 'down'}",,,3.0,Post-translational modification,True,False,True,False
cyanorak:CK_00000807,segregation and condensation protein B,21,21,17,17,0,0.0,core,False,3,12,30.0,3.93,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'mixed'}",,,6.0,Cell cycle and division,True,False,False,False
cyanorak:CK_00000865,peptide chain release factor 3,21,21,17,17,0,0.0,core,False,3,12,10.0,5.7,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'salt': 'down'}",,,3.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00000944,YCII-like domain-containing protein,21,21,17,17,0,0.0,core,False,3,12,16.0,6.19,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'down'}",,,3.0,Unknown,True,False,False,False
cyanorak:CK_00001033,"pyruvate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component",21,21,17,17,0,0.0,core,False,3,12,114.0,6.36,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'down'}",,,4.0,Carbohydrate metabolism,True,False,False,False
cyanorak:CK_00000214,DnaJ type III chaperone protein,21,21,17,17,0,0.0,core,False,3,12,14.0,6.43,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Post-translational modification,True,False,False,False
cyanorak:CK_00000209,iron-sulfur cluster complex assembly protein IscA,21,21,17,17,0,0.0,core,False,3,12,1.0,5.22,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'down'}",,,4.0,Translation,True,False,True,False
cyanorak:CK_00001167,protein of unknown function DUF3571,21,21,17,17,0,0.0,core,False,3,12,35.0,5.62,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'salt': 'up'}",,,3.0,Unknown,True,False,False,False
cyanorak:CK_00009118,CobW-like pseudocobalamin biosynthesis protein,16,16,15,15,0,0.0,core,False,3,12,24.0,4.33,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'salt': 'mixed'}",,,4.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00001278,cytochrome c553 (cytochrome c6),16,16,12,12,0,0.0,broad,False,3,12,19.0,6.91,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'plastic': 'down'}",,,2.0,Carbohydrate metabolism,True,False,False,False
cyanorak:CK_00000093,threonine synthase,21,21,17,17,0,0.0,core,False,3,11,154.0,1.49,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'up'}",,,3.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00000387,7-cyano-7-deazaguanine synthase,21,21,17,17,0,0.0,core,False,3,11,82.0,7.06,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000405,chorismate pyruvate-lyase,21,21,17,17,0,0.0,core,False,3,11,53.0,5.99,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,3.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00001048,"ATP-dependent DNA/RNA helicase, superfamily 1/2",21,21,17,17,0,0.0,core,False,3,11,87.0,6.1,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Replication and repair,True,False,False,False
cyanorak:CK_00001114,NAD+ synthase (glutamine-hydrolysing),21,21,17,17,0,0.0,core,False,3,11,14.0,7.86,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'salt': 'up'}",,,3.0,Coenzyme metabolism,True,False,False,False
cyanorak:CK_00000736,putative SOS response associated peptidase,21,21,17,17,0,0.0,core,False,3,11,49.0,12.14,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'salt': 'up'}",,,3.0,Replication and repair,True,False,True,False
cyanorak:CK_00001069,"ABC-type transport system, membrane component",21,21,17,17,0,0.0,core,False,3,11,53.0,6.25,mixed,"{'darkness': 'down', 'nitrogen': 'mixed', 'salt': 'up'}",,,3.0,Secondary metabolites,True,False,False,False
cyanorak:CK_00000726,circadian phase modifier CpmA,21,21,17,17,0,0.0,core,False,3,11,53.0,5.79,mixed,"{'darkness': 'down', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Cellular processes,True,False,False,False
cyanorak:CK_00000594,RIP metalloprotease RseP,21,21,17,17,0,0.0,core,False,3,11,14.0,6.25,down,"{'darkness': 'down', 'nitrogen': 'down', 'salt': 'down'}",,,3.0,Post-translational modification,True,False,False,False
cyanorak:CK_00001026,photosystem II assembly factor Ycf39,21,21,17,17,0,0.0,core,False,3,11,82.0,2.71,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'down'}",,,3.0,Photosynthesis,True,False,False,False
cyanorak:CK_00001018,"RND efflux pump, MFP subunit, HlyD family",21,21,17,17,0,0.0,core,False,3,11,56.0,3.06,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'up'}",,,3.0,Transport,True,False,False,False
cyanorak:CK_00036388,uncharacterized membrane protein (DUF3082),21,21,17,17,0,0.0,core,False,3,11,23.0,3.54,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'up'}",,,3.0,Unknown,True,False,False,False
cyanorak:CK_00000829,diaminopimelate epimerase,21,21,17,17,0,0.0,core,False,3,11,138.0,6.47,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'down'}",,,3.0,Amino acid metabolism,True,False,False,False
cyanorak:CK_00000870,putative uracil phosphoribosyltransferase,21,21,17,17,0,0.0,core,False,3,11,49.0,5.71,down,"{'carbon': 'down', 'darkness': 'down', 'salt': 'down'}",,,3.0,Transport,True,False,False,False
cyanorak:CK_00000762,pseudouridine synthase,21,21,17,17,0,0.0,core,False,3,11,6.0,7.94,mixed,"{'darkness': 'mixed', 'nitrogen': 'up', 'salt': 'down'}",,,3.0,Translation,True,False,False,False
cyanorak:CK_00000654,inorganic pyrophosphatase,21,21,17,17,0,0.0,core,False,3,11,73.0,3.36,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'up'}",,,3.0,Central intermediary metabolism,True,False,False,False
cyanorak:CK_00000639,"ABC-type Fe3+ transport system, membrane component",21,21,17,17,0,0.0,core,False,3,11,33.0,7.46,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'up'}",,,3.0,Stress response and adaptation,True,False,False,False
cyanorak:CK_00000633,C-terminal Rossman-fold domain of the monoglucosyldiacylglycerol epimerase MgdE,21,21,17,17,0,0.0,core,False,3,11,11.0,6.85,mixed,"{'darkness': 'mixed', 'nitrogen': 'down', 'salt': 'up'}",,,3.0,Lipid metabolism,True,False,False,False
