system_id,locus_tags,gene_names,n_genes,KO_ids,component_roles,substrate_call,resolution_level,confidence_flag,source,substrate_evidence,substrate_options,importer_or_exporter,organic_or_inorganic,gene_categories
HOT1A3_TS409,ACZ81_17070,,1,kegg.orthology:K20444,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,non_transporter,unknown,Cell wall and membrane
HOT1A3_TS410,ACZ81_17250,,1,kegg.orthology:K20444,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,non_transporter,unknown,Cell wall and membrane
HOT1A3_TS411,ACZ81_17300,secY,1,kegg.orthology:K03076,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),secY; preprotein translocase subunit SecY,,non_transporter,unknown,Intracellular trafficking
HOT1A3_TS412,ACZ81_17395,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Coenzyme metabolism
HOT1A3_TS413,ACZ81_17420,motX,1,kegg.orthology:K21217,-,unresolved,unresolved,none,,motX; sodium-type polar flagellar protein MotX,,importer,unknown,Cell motility
HOT1A3_TS414,ACZ81_17450,,1,kegg.orthology:K02030,SBP,polar amino acid,narrow_class,confident,kegg_ko,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,importer,organic,Amino acid metabolism
HOT1A3_TS415,ACZ81_17460,,1,,-,unresolved,unresolved,none,,porin family protein,,importer,unknown,Cell wall and membrane
HOT1A3_TS416,ACZ81_17475,cydA,1,kegg.orthology:K00425,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,non_transporter,unknown,Energy production
HOT1A3_TS417,ACZ81_17480,cydB,1,kegg.orthology:K00426,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,non_transporter,unknown,Energy production
HOT1A3_TS418,ACZ81_17535,,1,kegg.orthology:K02044,SBP,phosphonate,specific_compound,confident,kegg_ko,phnD; phosphonate transport system substrate-binding protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS419,ACZ81_17560,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS420,ACZ81_17570,,1,,SBP,unresolved,unresolved,none,,amidohydrolase family protein,,importer,unknown,Secondary metabolites
HOT1A3_TS421,ACZ81_17595,,1,,-,unresolved,unresolved,none,,MotA/TolQ/ExbB proton channel family protein,,importer,unknown,Intracellular trafficking
HOT1A3_TS422,ACZ81_17615;ACZ81_17620,;cvaB,2,kegg.orthology:K13408;kegg.orthology:K06147,-;ATP,glycine,specific_compound,inferred,function_description,"COG2274 ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",,exporter,organic,Cell wall and membrane;Defense mechanisms
HOT1A3_TS423,ACZ81_17760;ACZ81_17765,ftsX;ftsE,2,kegg.orthology:K09811;kegg.orthology:K09812,PERM;ATP,unresolved,unresolved,none,,ftsX; cell division transport system permease protein,,importer,unknown,Cell cycle and division
HOT1A3_TS424,ACZ81_17770,ftsY,1,kegg.orthology:K03110,-,unresolved,unresolved,none,,ftsY; fused signal recognition particle receptor,,importer,unknown,Intracellular trafficking
HOT1A3_TS425,ACZ81_17785,yhgN,1,kegg.orthology:K05595,-,unresolved,unresolved,none,,marC; multiple antibiotic resistance protein,,importer,unknown,Intracellular trafficking
HOT1A3_TS426,ACZ81_17850;ACZ81_17855,yadH;yadG,2,kegg.orthology:K01992;kegg.orthology:K01990,PERM;ATP,unresolved,unresolved,none,,ABC-2.P; ABC-2 type transport system permease protein,,exporter,unknown,Defense mechanisms
HOT1A3_TS427,ACZ81_17890,,1,kegg.orthology:K07089,PERM,unresolved,unresolved,none,,K07089; uncharacterized protein,,exporter,unknown,Unknown
HOT1A3_TS428,ACZ81_17895,cstA,1,kegg.orthology:K06200,-,unresolved,unresolved,none,,cstA; carbon starvation protein,,importer,unknown,Signal transduction
HOT1A3_TS429,ACZ81_17940,,1,kegg.orthology:K03832,-,unresolved,unresolved,none,,tonB; periplasmic protein TonB,,importer,unknown,Cell wall and membrane
HOT1A3_TS430,ACZ81_17945,,1,kegg.orthology:K03559,-,unresolved,unresolved,none,,exbD; biopolymer transport protein ExbD,,importer,unknown,Intracellular trafficking
HOT1A3_TS431,ACZ81_17950,,1,kegg.orthology:K03561,-,unresolved,unresolved,none,,exbB; biopolymer transport protein ExbB,,importer,unknown,Intracellular trafficking
HOT1A3_TS432,ACZ81_17955,,1,kegg.orthology:K03561,-,unresolved,unresolved,none,,exbB; biopolymer transport protein ExbB,,importer,unknown,Intracellular trafficking
HOT1A3_TS433,ACZ81_17965,fepA,1,kegg.orthology:K16089,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins",,importer,inorganic,Inorganic ion transport
HOT1A3_TS434,ACZ81_17980,,1,kegg.orthology:K16090,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,fiu; catecholate siderophore receptor,,importer,inorganic,Inorganic ion transport
HOT1A3_TS435,ACZ81_18060,secE,1,kegg.orthology:K03073,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),secE; preprotein translocase subunit SecE,,non_transporter,unknown,Intracellular trafficking
HOT1A3_TS436,ACZ81_18070,vcaM,1,kegg.orthology:K06147,ATP,unresolved,unresolved,none,,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,exporter,unknown,Defense mechanisms
HOT1A3_TS437,ACZ81_18100,,1,kegg.orthology:K02030,SBP,polar amino acid,narrow_class,confident,kegg_ko,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,importer,organic,Amino acid metabolism
HOT1A3_TS438,ACZ81_18125;ACZ81_18130,;,2,kegg.orthology:K03442,-;PERM,fucose,specific_compound,inferred,function_description,COG0738 Fucose permease,,importer,organic,Carbohydrate metabolism;Cell wall and membrane
HOT1A3_TS439,ACZ81_18185,,1,,SBP,unresolved,unresolved,none,,transporter substrate-binding domain-containing protein,,importer,unknown,Amino acid metabolism
HOT1A3_TS440,ACZ81_18280,ydaH,1,kegg.orthology:K12942,-,aminobenzoyl-glutamate,specific_compound,confident,kegg_ko,abgT; aminobenzoyl-glutamate transport protein,,importer,organic,Coenzyme metabolism
HOT1A3_TS441,ACZ81_18355,fur,1,kegg.orthology:K09823,-,unresolved,unresolved,none,,"zur; Fur family transcriptional regulator, zinc uptake regulator",,importer,unknown,Transcription
HOT1A3_TS442,ACZ81_18370,,1,kegg.orthology:K03286,-,unresolved,unresolved,none,,"TC.OOP; OmpA-OmpF porin, OOP family",,importer,unknown,Cell wall and membrane
HOT1A3_TS443,ACZ81_18425,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS444,ACZ81_18430;ACZ81_18435,;,2,,-;PERM,unresolved,unresolved,none,,efflux RND transporter periplasmic adaptor subunit,,exporter,unknown,Cell wall and membrane;Defense mechanisms
HOT1A3_TS445,ACZ81_18465;ACZ81_18470,;,2,kegg.orthology:K02003;kegg.orthology:K02004,ATP;PERM,peptide,narrow_class,inferred,function_description,"ABC-type antimicrobial peptide transport system, ATPase component",,importer,organic,Defense mechanisms
HOT1A3_TS446,ACZ81_18520,,1,,-,unresolved,unresolved,none,,TSUP family transporter,,importer,unknown,Unknown
HOT1A3_TS447,ACZ81_18530,yidK,1,kegg.orthology:K03307,-,The Solute:Sodium Symporter (SSS),specific_compound,inferred,tcdb_family,The Solute:Sodium Symporter (SSS) Family,,importer,inorganic,Unknown
HOT1A3_TS448,ACZ81_18535,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS449,ACZ81_18540,,1,kegg.orthology:K16264,-,zinc,specific_compound,inferred,kegg_ko_keyword,"czcD, zitB; cobalt-zinc-cadmium efflux system protein",,exporter,inorganic,Inorganic ion transport
HOT1A3_TS450,ACZ81_18550,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
HOT1A3_TS451,ACZ81_18570,gluP,1,kegg.orthology:K02429,-,fucose/galactose/glucose,multi_substrate,inferred,kegg_ko_keyword,"fucP, deoP, nagP, agaP; MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein",fucose; galactose; glucose,importer,organic,Carbohydrate metabolism
HOT1A3_TS452,ACZ81_18585,xylE,1,kegg.orthology:K08138,-,xylose,specific_compound,inferred,kegg_ko_keyword,"xylE; MFS transporter, SP family, xylose:H+ symportor",,importer,organic,Inorganic ion transport
HOT1A3_TS453,ACZ81_18590,,1,kegg.orthology:K16012,ATP,unresolved,unresolved,none,,"cydC; ATP-binding cassette, subfamily C, bacterial CydC",,importer,unknown,Energy production
HOT1A3_TS454,ACZ81_18595,cydD,1,kegg.orthology:K16013,ATP,unresolved,unresolved,none,,"cydD; ATP-binding cassette, subfamily C, bacterial CydD",,importer,unknown,Defense mechanisms
HOT1A3_TS455,ACZ81_RS18600,cydX,1,kegg.orthology:K00424,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7],,non_transporter,unknown,Unknown
HOT1A3_TS456,ACZ81_18600,cydB,1,kegg.orthology:K00426,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,non_transporter,unknown,Energy production
HOT1A3_TS457,ACZ81_18605,cydA,1,kegg.orthology:K00425,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,non_transporter,unknown,Energy production
HOT1A3_TS458,ACZ81_18625,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS459,ACZ81_18630,,1,,-,unresolved,unresolved,none,,sulfite exporter TauE/SafE family protein,,exporter,unknown,Unknown
HOT1A3_TS460,ACZ81_18645,irp,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS461,ACZ81_18650,,1,,-,zinc,specific_compound,inferred,product,ZrgA family zinc uptake protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS462,ACZ81_18685,,1,kegg.orthology:K07003,PERM,unresolved,unresolved,none,,K07003; uncharacterized protein,,exporter,unknown,Unknown
HOT1A3_TS463,ACZ81_18690,,1,,-,unresolved,unresolved,none,,MFS transporter,,importer,unknown,Amino acid metabolism
HOT1A3_TS464,ACZ81_18785,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
HOT1A3_TS465,ACZ81_18810,fadL,1,kegg.orthology:K06076,-,unresolved,unresolved,none,,fadL; long-chain fatty acid transport protein,,importer,unknown,Lipid metabolism
HOT1A3_TS466,ACZ81_18830,,1,kegg.orthology:K01989,SBP,putative tryptophan/tyrosine,multi_substrate,confident,kegg_ko,K01989; putative tryptophan/tyrosine transport system substrate-binding protein,putative tryptophan; tyrosine,importer,organic,Unknown
HOT1A3_TS467,ACZ81_18865,,1,,PERM,unresolved,unresolved,none,,DMT family transporter,,importer,unknown,Amino acid metabolism
HOT1A3_TS468,ACZ81_18910,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
HOT1A3_TS469,ACZ81_18945,hupA,1,kegg.orthology:K16087,-,unresolved,unresolved,none,,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein",,importer,unknown,Inorganic ion transport
HOT1A3_TS470,ACZ81_18955,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
HOT1A3_TS471,ACZ81_18990,cyoD,1,kegg.orthology:K02300,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cyoD; cytochrome o ubiquinol oxidase subunit IV,,non_transporter,unknown,Energy production
HOT1A3_TS472,ACZ81_18995,cyoC,1,kegg.orthology:K02299,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cyoC; cytochrome o ubiquinol oxidase subunit III,,non_transporter,unknown,Energy production
HOT1A3_TS473,ACZ81_19000,cyoB,1,kegg.orthology:K02274,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]",,non_transporter,unknown,Energy production
HOT1A3_TS474,ACZ81_19005,cyoA,1,kegg.orthology:K02297,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],,non_transporter,unknown,Energy production
HOT1A3_TS475,ACZ81_19025,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
HOT1A3_TS476,ACZ81_19080,groES,1,kegg.orthology:K04078,-,unresolved,unresolved,none,,"groES, HSPE1; chaperonin GroES",,exporter,unknown,Post-translational modification
HOT1A3_TS477,ACZ81_19095,dsbD,1,kegg.orthology:K04084,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"dsbD, dipZ; thioredoxin:protein disulfide reductase [EC:1.8.4.16]",,non_transporter,unknown,Energy production
HOT1A3_TS478,ACZ81_19175,,1,kegg.orthology:K02030,SBP,polar amino acid,narrow_class,confident,kegg_ko,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,importer,organic,Amino acid metabolism
HOT1A3_TS479,ACZ81_19220,,1,kegg.orthology:K10716,-,voltage-gated potassium,specific_compound,confident,kegg_ko,"kch, trkA, mthK, pch; voltage-gated potassium channel",,importer,inorganic,Signal transduction
HOT1A3_TS480,ACZ81_19245,,1,,-,unresolved,unresolved,none,,MFS transporter,,importer,unknown,Carbohydrate metabolism
HOT1A3_TS481,ACZ81_19275,gspC,1,kegg.orthology:K02452,-,unresolved,unresolved,none,,gspC; general secretion pathway protein C,,exporter,unknown,Intracellular trafficking
HOT1A3_TS482,ACZ81_19280;ACZ81_19285,gspD;gspE,2,kegg.orthology:K02453;kegg.orthology:K02454,-;ATP,unresolved,unresolved,none,,gspD; general secretion pathway protein D,,exporter,unknown,Cell motility
HOT1A3_TS483,ACZ81_19290,gspF,1,kegg.orthology:K02455,-,unresolved,unresolved,none,,gspF; general secretion pathway protein F,,exporter,unknown,Intracellular trafficking
HOT1A3_TS484,ACZ81_19295,gspG,1,kegg.orthology:K02456,-,unresolved,unresolved,none,,gspG; general secretion pathway protein G,,exporter,unknown,Intracellular trafficking
HOT1A3_TS485,ACZ81_19300,gspH,1,kegg.orthology:K02457,-,unresolved,unresolved,none,,gspH; general secretion pathway protein H,,exporter,unknown,Intracellular trafficking
HOT1A3_TS486,ACZ81_19305,gspI,1,kegg.orthology:K02458,-,unresolved,unresolved,none,,gspI; general secretion pathway protein I,,exporter,unknown,Intracellular trafficking
HOT1A3_TS487,ACZ81_19310,gspJ,1,kegg.orthology:K02459,-,unresolved,unresolved,none,,gspJ; general secretion pathway protein J,,exporter,unknown,Intracellular trafficking
HOT1A3_TS488,ACZ81_19315,gspK,1,kegg.orthology:K02460,-,unresolved,unresolved,none,,gspK; general secretion pathway protein K,,exporter,unknown,Intracellular trafficking
HOT1A3_TS489,ACZ81_19320,gspL,1,kegg.orthology:K02461,-,unresolved,unresolved,none,,gspL; general secretion pathway protein L,,exporter,unknown,Intracellular trafficking
HOT1A3_TS490,ACZ81_19325,gspM,1,kegg.orthology:K02462,-,unresolved,unresolved,none,,gspM; general secretion pathway protein M,,exporter,unknown,Intracellular trafficking
HOT1A3_TS491,ACZ81_19330,gspN,1,kegg.orthology:K02463,-,unresolved,unresolved,none,,gspN; general secretion pathway protein N,,exporter,unknown,Unknown
HOT1A3_TS492,ACZ81_19375,mdoH,1,kegg.orthology:K03669,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),mdoH; membrane glycosyltransferase [EC:2.4.1.-],,non_transporter,unknown,Cell wall and membrane
HOT1A3_TS493,ACZ81_19405,yheS,1,kegg.orthology:K06158,ATP,unresolved,unresolved,none,,"ABCF3; ATP-binding cassette, subfamily F, member 3",,importer,unknown,Unknown
HOT1A3_TS494,ACZ81_19505,dinF,1,kegg.orthology:K03327,-,unresolved,unresolved,none,,"SLC47A, MATE, DTX; MATE family, multidrug and toxin extrusion protein",,exporter,unknown,Defense mechanisms
HOT1A3_TS495,ACZ81_19530,ctaA,1,kegg.orthology:K02259,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"COX15, ctaA; heme a synthase [EC:1.17.99.9]",,non_transporter,unknown,Post-translational modification
HOT1A3_TS496,ACZ81_19540,surf1,1,kegg.orthology:K14998,-,unresolved,unresolved,none,,"SURF1, SHY1; surfeit locus 1 family protein",,importer,unknown,Unknown
HOT1A3_TS497,ACZ81_19550,coxC,1,kegg.orthology:K02276,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"coxC, ctaE; cytochrome c oxidase subunit III [EC:7.1.1.9]",,non_transporter,unknown,Energy production
HOT1A3_TS498,ACZ81_19555,ctaG,1,kegg.orthology:K02258,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"COX11, ctaG; cytochrome c oxidase assembly protein subunit 11",,non_transporter,unknown,Post-translational modification
HOT1A3_TS499,ACZ81_19560,ctaD,1,kegg.orthology:K02274,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]",,non_transporter,unknown,Energy production
HOT1A3_TS500,ACZ81_19565,coxB,1,kegg.orthology:K02275,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"coxB, ctaC; cytochrome c oxidase subunit II [EC:7.1.1.9]",,non_transporter,unknown,Energy production
HOT1A3_TS501,ACZ81_19600,yadS,1,,-,unresolved,unresolved,none,,trimeric intracellular cation channel family protein,,importer,unknown,Unknown
HOT1A3_TS502,ACZ81_19620,bcr,1,kegg.orthology:K07552,-,unresolved,unresolved,none,,"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein",,exporter,unknown,Amino acid metabolism
HOT1A3_TS503,ACZ81_19630,ytfM,1,kegg.orthology:K07278,-,unresolved,unresolved,none,,tamA; translocation and assembly module TamA,,importer,unknown,Cell wall and membrane
HOT1A3_TS504,ACZ81_19635,ytfN,1,kegg.orthology:K09800,-,unresolved,unresolved,none,,tamB; translocation and assembly module TamB,,importer,unknown,Unknown
HOT1A3_TS505,ACZ81_19655,,1,,PERM,unresolved,unresolved,none,,DMT family transporter,,importer,unknown,Amino acid metabolism
HOT1A3_TS506,ACZ81_19700,,1,,-,unresolved,unresolved,none,,DUF6482 family protein,,importer,unknown,Unknown
HOT1A3_TS507,ACZ81_19770,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
HOT1A3_TS508,ACZ81_19780,,1,kegg.orthology:K03292,-,sugar,broad_class,inferred,function_description,MFS/sugar transport protein,,importer,organic,Carbohydrate metabolism
HOT1A3_TS509,ACZ81_19800,yiaD,1,kegg.orthology:K12216,-,unresolved,unresolved,none,,"icmN, lphA, dotK; intracellular multiplication protein IcmN",,importer,unknown,Cell wall and membrane
HOT1A3_TS510,ACZ81_19820,gst5,1,kegg.orthology:K00799,-,unresolved,unresolved,none,,"GST, gst; glutathione S-transferase [EC:2.5.1.18]",,importer,unknown,Post-translational modification
HOT1A3_TS511,ACZ81_19830,atpC,1,kegg.orthology:K02114,ATP,unresolved,unresolved,none,,"ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon",,importer,unknown,Energy production
HOT1A3_TS512,ACZ81_19835,atpD,1,kegg.orthology:K02112,ATP,unresolved,unresolved,none,,"ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]",,importer,unknown,Energy production
HOT1A3_TS513,ACZ81_19840,atpG,1,kegg.orthology:K02115,ATP,unresolved,unresolved,none,,"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma",,importer,unknown,Energy production
HOT1A3_TS514,ACZ81_19845;ACZ81_19850;ACZ81_19855;ACZ81_19860;ACZ81_19865,atpA;atpH;atpF;atpE;atpB,5,kegg.orthology:K02111;kegg.orthology:K02113;kegg.orthology:K02109;kegg.orthology:K02110;kegg.orthology:K02108,ATP;ATP;ATP;ATP;ATP,sodium,specific_compound,inferred,function_description,"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. ; FUNCTION: This protein is part of the stalk that links CF(0) to CF(1). It either transmits conformational changes from CF(0) to CF(1) or is implicated in proton conduction",,importer,inorganic,Energy production
HOT1A3_TS515,ACZ81_19870,atpI,1,kegg.orthology:K02116,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),atpI; ATP synthase protein I,,non_transporter,unknown,Energy production
HOT1A3_TS516,ACZ81_19925,yidC,1,kegg.orthology:K03217,-,unresolved,unresolved,none,,"yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase",,importer,unknown,Intracellular trafficking
HOT1A3_TS517,ACZ81_19970,,1,,-,unresolved,unresolved,none,,ion channel,,importer,unknown,Inorganic ion transport
HOT1A3_TS518,ACZ81_19985,cadR,1,kegg.orthology:K19591,-,unresolved,unresolved,none,,"cueR; MerR family transcriptional regulator, copper efflux regulator",,exporter,unknown,Transcription
HOT1A3_TS519,ACZ81_20015,czcC,1,kegg.orthology:K15725,-,unresolved,unresolved,none,,"czcC, cusC, cnrC; outer membrane protein, heavy metal efflux system",,exporter,unknown,Cell wall and membrane
HOT1A3_TS520,ACZ81_20020,,1,kegg.orthology:K15727,-,unresolved,unresolved,none,,"czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system",,exporter,unknown,Cell wall and membrane
HOT1A3_TS521,ACZ81_RS21580,,1,kegg.orthology:K15727,-,unresolved,unresolved,none,,"czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system",,exporter,unknown,Cell wall and membrane
HOT1A3_TS522,ACZ81_20055,,1,kegg.orthology:K08363,-,unresolved,unresolved,none,,merT; mercuric ion transport protein,,importer,unknown,Unknown
HOT1A3_TS523,ACZ81_20060,merP,1,kegg.orthology:K08364,-,unresolved,unresolved,none,,merP; periplasmic mercuric ion binding protein,,importer,unknown,Inorganic ion transport
HOT1A3_TS524,ACZ81_20065,merC,1,kegg.orthology:K19058,-,unresolved,unresolved,none,,merC; mercuric ion transport protein,,importer,unknown,Unknown
HOT1A3_TS525,ACZ81_20140,,1,kegg.orthology:K15727,-,unresolved,unresolved,none,,"czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system",,exporter,unknown,Cell wall and membrane
HOT1A3_TS526,ACZ81_20145,,1,kegg.orthology:K15727,-,unresolved,unresolved,none,,"czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system",,exporter,unknown,Cell wall and membrane
HOT1A3_TS527,ACZ81_20150,czcC,1,kegg.orthology:K15725,-,unresolved,unresolved,none,,"czcC, cusC, cnrC; outer membrane protein, heavy metal efflux system",,exporter,unknown,Cell wall and membrane
HOT1A3_TS528,ACZ81_RS21385,,1,,-,unresolved,unresolved,none,,hypothetical protein,,importer,unknown,Cell wall and membrane
HOT1A3_TS529,ACZ81_20345,,1,kegg.orthology:K07245,-,unresolved,unresolved,none,,pcoD; copper resistance protein D,,importer,unknown,Inorganic ion transport
HOT1A3_TS530,ACZ81_20350,,1,kegg.orthology:K07156,-,unresolved,unresolved,none,,"copC, pcoC; copper resistance protein C",,importer,unknown,Unknown
HOT1A3_TS531,ACZ81_20675,,1,kegg.orthology:K07156,-,unresolved,unresolved,none,,"copC, pcoC; copper resistance protein C",,importer,unknown,Unknown
HOT1A3_TS532,ACZ81_20680,copD,1,kegg.orthology:K07245,-,unresolved,unresolved,none,,pcoD; copper resistance protein D,,importer,unknown,Inorganic ion transport
