locus_tag,gene_name,product,gene_category,contig,start,end,strand,role,ko_id,ko_name,ko_substrate,brite_leaf,tcdb_id,tcdb_name,substrate_call,resolution_level,organic_or_inorganic,substrate_source,substrate_confidence,substrate_evidence,substrate_options,sources
ACZ81_16570,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,3833894,3836212,-,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_16630,gntU,GntP family permease,Amino acid metabolism,NZ_CP012202.1,3845737,3847077,-,PERM,kegg.orthology:K03299,"TC.GNTP; gluconate:H+ symporter, GntP family",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.8.1.8,2.A.8.1.8,gluconate,specific_compound,organic,kegg_ko_keyword,inferred,"TC.GNTP; gluconate:H+ symporter, GntP family",,brite;kegg;tcdb;func
ACZ81_16740,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,3867926,3871135,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
ACZ81_16745,,PhnD/SsuA/transferrin family substrate-binding protein,Inorganic ion transport,NZ_CP012202.1,3871520,3872413,+,SBP,,,,,,,phosphate,specific_compound,inorganic,function_description,inferred,"COG3221 ABC-type phosphate phosphonate transport system, periplasmic component",,func
ACZ81_16760,yeiM,NupC/NupG family nucleoside CNT transporter,Intracellular trafficking,NZ_CP012202.1,3874211,3875422,+,,kegg.orthology:K03317,"TC.CNT; concentrative nucleoside transporter, CNT family",concentrative nucleoside,,tcdb:2.A.41,The Concentrative Nucleoside Transporter (CNT) Family,nucleoside,narrow_class,organic,kegg_ko,confident,"TC.CNT; concentrative nucleoside transporter, CNT family",,kegg;tcdb;func
ACZ81_16800,actP,sodium:solute symporter family protein,Unknown,NZ_CP012202.1,3882848,3884554,-,,kegg.orthology:K14393,actP; cation/acetate symporter,,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.21.7,2.A.21.7,sodium,specific_compound,inorganic,product,inferred,sodium:solute symporter family protein,,brite;kegg;tcdb;func
ACZ81_16815,,mechanosensitive ion channel family protein,Cell wall and membrane,NZ_CP012202.1,3888573,3889196,-,,,,,,,,lipid,broad_class,organic,function_description,inferred,"Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions",,func
ACZ81_16835,,amino acid ABC transporter substrate-binding protein,Amino acid metabolism,NZ_CP012202.1,3892233,3893231,+,SBP,,,,,,,amino acid,broad_class,organic,product,inferred,amino acid ABC transporter substrate-binding protein,,func
ACZ81_16850,,DcaP family trimeric outer membrane transporter,Cell wall and membrane,NZ_CP012202.1,3896046,3897209,+,,,,,,,,unresolved,unresolved,,,none,DcaP family trimeric outer membrane transporter,,func
ACZ81_17015,,ABC transporter transmembrane domain-containing protein,Defense mechanisms,NZ_CP012202.1,3938912,3940639,-,ATP,kegg.orthology:K02021,ABC.MR; putative ABC transport system ATP-binding protein,putative ABC,Other ABC transporters,tcdb:3.A.1.106,3.A.1.106,unresolved,unresolved,,,none,ABC.MR; putative ABC transport system ATP-binding protein,,brite;kegg;tcdb;func
ACZ81_17060,,glycosyltransferase,Cell wall and membrane,NZ_CP012202.1,3948587,3951328,-,,kegg.orthology:K20444,rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,,tcdb:4.D.1.3,4.D.1.3,unresolved,unresolved,,,none,rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,tcdb
ACZ81_17070,,hypothetical protein,Cell wall and membrane,NZ_CP012202.1,3952557,3953000,-,,kegg.orthology:K20444,rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,,tcdb:4.D.1.3,4.D.1.3,unresolved,unresolved,,,none,rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,tcdb
ACZ81_17250,,glycosyltransferase family 2 protein,Cell wall and membrane,NZ_CP012202.1,4010161,4012443,-,,kegg.orthology:K20444,rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,,tcdb:4.D.1.3,4.D.1.3,unresolved,unresolved,,,none,rfbC; O-antigen biosynthesis protein [EC:2.4.1.-],,tcdb
ACZ81_17300,secY,preprotein translocase subunit SecY,Intracellular trafficking,NZ_CP012202.1,4020642,4021961,-,,kegg.orthology:K03076,secY; preprotein translocase subunit SecY,,,tcdb:3.A.5,The General Secretory Pathway (Sec) Family,unresolved,unresolved,,,none,secY; preprotein translocase subunit SecY,,kegg;tcdb;func
ACZ81_17395,,TonB-dependent receptor,Coenzyme metabolism,NZ_CP012202.1,4038422,4040785,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
ACZ81_17420,motX,tetratricopeptide repeat protein,Cell motility,NZ_CP012202.1,4042979,4043623,-,,kegg.orthology:K21217,motX; sodium-type polar flagellar protein MotX,,Pores ion channels [TC:1],tcdb:1.A.30.1,1.A.30.1,unresolved,unresolved,,,none,motX; sodium-type polar flagellar protein MotX,,brite;tcdb
ACZ81_17450,,substrate-binding periplasmic protein,Amino acid metabolism,NZ_CP012202.1,4050114,4051139,+,SBP,kegg.orthology:K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,polar amino acid,Putative polar amino acid transporter,tcdb:3.A.1.3,3.A.1.3,polar amino acid,narrow_class,organic,kegg_ko,confident,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,brite;kegg;tcdb
ACZ81_17460,,porin family protein,Cell wall and membrane,NZ_CP012202.1,4054272,4055042,-,,,,,,,,unresolved,unresolved,,,none,porin family protein,,func
ACZ81_17475,cydA,cytochrome ubiquinol oxidase subunit I,Energy production,NZ_CP012202.1,4073641,4075014,+,,kegg.orthology:K00425,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,tcdb
ACZ81_17480,cydB,cytochrome d ubiquinol oxidase subunit II,Energy production,NZ_CP012202.1,4075026,4076033,+,,kegg.orthology:K00426,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,tcdb
ACZ81_17535,,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein,Inorganic ion transport,NZ_CP012202.1,4087473,4088297,+,SBP,kegg.orthology:K02044,phnD; phosphonate transport system substrate-binding protein,phosphonate,Phosphonate transporter,tcdb:3.A.1.9,3.A.1.9,phosphonate,specific_compound,inorganic,kegg_ko,confident,phnD; phosphonate transport system substrate-binding protein,,brite;kegg;tcdb;func
ACZ81_17560,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,4095372,4097489,-,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_17570,,amidohydrolase family protein,Secondary metabolites,NZ_CP012202.1,4098880,4102215,+,SBP,,,,,,,unresolved,unresolved,,,none,amidohydrolase family protein,,func
ACZ81_17595,,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_CP012202.1,4107923,4108693,+,,,,,,,,unresolved,unresolved,,,none,MotA/TolQ/ExbB proton channel family protein,,func
ACZ81_17615,,HlyD family secretion protein,Cell wall and membrane,NZ_CP012202.1,4112711,4113964,+,,kegg.orthology:K13408,"cvaA, mchE, raxA; membrane fusion protein",,Accessory factors involved in transport [TC:8],tcdb:8.A.1,The Membrane Fusion Protein (MFP) Family,unresolved,unresolved,,,none,"cvaA, mchE, raxA; membrane fusion protein",,brite;tcdb
ACZ81_17620,cvaB,peptidase domain-containing ABC transporter,Defense mechanisms,NZ_CP012202.1,4113967,4116234,+,ATP,kegg.orthology:K06147,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,ABCB-BAC subgroup,tcdb:3.A.1.106,3.A.1.106,glycine,specific_compound,organic,function_description,inferred,"COG2274 ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",,brite;tcdb;func
ACZ81_17760,ftsX,permease-like cell division protein FtsX,Cell cycle and division,NZ_CP012202.1,4140639,4141619,-,PERM,kegg.orthology:K09811,ftsX; cell division transport system permease protein,cell division,Cell division transporter,tcdb:3.A.1.140,3.A.1.140,unresolved,unresolved,,,none,ftsX; cell division transport system permease protein,,brite;kegg;tcdb;func
ACZ81_17765,ftsE,cell division ATP-binding protein FtsE,Cell cycle and division,NZ_CP012202.1,4141616,4142329,-,ATP,kegg.orthology:K09812,ftsE; cell division transport system ATP-binding protein,cell division,Cell division transporter,tcdb:3.A.1.140,3.A.1.140,unresolved,unresolved,,,none,ftsE; cell division transport system ATP-binding protein,,brite;kegg;tcdb;func
ACZ81_17770,ftsY,signal recognition particle-docking protein FtsY,Intracellular trafficking,NZ_CP012202.1,4142356,4144074,-,,kegg.orthology:K03110,ftsY; fused signal recognition particle receptor,,,tcdb:3.A.5.1,3.A.5.1,unresolved,unresolved,,,none,ftsY; fused signal recognition particle receptor,,tcdb
ACZ81_17785,yhgN,YhgN family NAAT transporter,Intracellular trafficking,NZ_CP012202.1,4145537,4146139,-,,kegg.orthology:K05595,marC; multiple antibiotic resistance protein,,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.95.1,2.A.95.1,unresolved,unresolved,,,none,marC; multiple antibiotic resistance protein,,brite;tcdb;func
ACZ81_17850,yadH,ABC transporter permease,Defense mechanisms,NZ_CP012202.1,4158290,4159105,-,PERM,kegg.orthology:K01992,ABC-2.P; ABC-2 type transport system permease protein,ABC-2 type,ABC-2 type transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC-2.P; ABC-2 type transport system permease protein,,brite;kegg;tcdb;func
ACZ81_17855,yadG,ABC transporter ATP-binding protein,Defense mechanisms,NZ_CP012202.1,4159132,4160064,-,ATP,kegg.orthology:K01990,ABC-2.A; ABC-2 type transport system ATP-binding protein,ABC-2 type,ABC-2 type transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC-2.A; ABC-2 type transport system ATP-binding protein,,brite;kegg;tcdb;func
ACZ81_17890,,SO_0444 family Cu/Zn efflux transporter,Unknown,NZ_CP012202.1,4168428,4169597,-,PERM,kegg.orthology:K07089,K07089; uncharacterized protein,,,,,unresolved,unresolved,,,none,K07089; uncharacterized protein,,func
ACZ81_17895,cstA,carbon starvation CstA family protein,Signal transduction,NZ_CP012202.1,4169869,4171560,-,,kegg.orthology:K06200,cstA; carbon starvation protein,,Electrochemical potential-driven transporters [TC:2],,,unresolved,unresolved,,,none,cstA; carbon starvation protein,,brite
ACZ81_17940,,energy transducer TonB,Cell wall and membrane,NZ_CP012202.1,4179365,4179985,-,,kegg.orthology:K03832,tonB; periplasmic protein TonB,,Electrochemical potential-driven transporters [TC:2],tcdb:2.C.1.1,2.C.1.1,unresolved,unresolved,,,none,tonB; periplasmic protein TonB,,brite;kegg;tcdb;func
ACZ81_17945,,ExbD/TolR family protein,Intracellular trafficking,NZ_CP012202.1,4180004,4180411,-,,kegg.orthology:K03559,exbD; biopolymer transport protein ExbD,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbD; biopolymer transport protein ExbD,,brite;tcdb
ACZ81_17950,,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_CP012202.1,4180414,4180800,-,,kegg.orthology:K03561,exbB; biopolymer transport protein ExbB,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbB; biopolymer transport protein ExbB,,brite;tcdb;func
ACZ81_17955,,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_CP012202.1,4180800,4182176,-,,kegg.orthology:K03561,exbB; biopolymer transport protein ExbB,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbB; biopolymer transport protein ExbB,,brite;tcdb;func
ACZ81_17965,fepA,FepA family TonB-dependent siderophore receptor,Inorganic ion transport,NZ_CP012202.1,4183052,4185343,-,,kegg.orthology:K16089,"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins",,Pores ion channels [TC:1],tcdb:1.B.14.1.22,1.B.14.1.22,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins",,brite;tcdb;func
ACZ81_17980,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,4187642,4189855,-,,kegg.orthology:K16090,fiu; catecholate siderophore receptor,,Pores ion channels [TC:1],tcdb:1.B.14.1.11,1.B.14.1.11,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,fiu; catecholate siderophore receptor,,brite;tcdb;func
ACZ81_18060,secE,preprotein translocase subunit SecE,Intracellular trafficking,NZ_CP012202.1,4209565,4209942,-,,kegg.orthology:K03073,secE; preprotein translocase subunit SecE,,,tcdb:3.A.5.1,3.A.5.1,unresolved,unresolved,,,none,secE; preprotein translocase subunit SecE,,kegg;tcdb;func
ACZ81_18070,vcaM,ABC transporter ATP-binding protein,Defense mechanisms,NZ_CP012202.1,4210268,4212109,-,ATP,kegg.orthology:K06147,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,ABCB-BAC subgroup,tcdb:3.A.1.106,3.A.1.106,unresolved,unresolved,,,none,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,brite;kegg;tcdb;func
ACZ81_18100,,substrate-binding periplasmic protein,Amino acid metabolism,NZ_CP012202.1,4217936,4219246,-,SBP,kegg.orthology:K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,polar amino acid,Putative polar amino acid transporter,tcdb:3.A.1.3,3.A.1.3,polar amino acid,narrow_class,organic,kegg_ko,confident,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,brite;kegg;tcdb
ACZ81_18125,,mechanosensitive ion channel family protein,Cell wall and membrane,NZ_CP012202.1,4222595,4223413,-,,kegg.orthology:K03442,mscS; small conductance mechanosensitive channel,small conductance mechanosensitive,Pores ion channels [TC:1],tcdb:1.A.23.2,1.A.23.2,lipid,broad_class,organic,function_description,inferred,"Mechanosensitive channel that participates in the regulation of osmotic pressure changes within the cell, opening in response to stretch forces in the membrane lipid bilayer, without the need for other proteins. Contributes to normal resistance to hypoosmotic shock. Forms an ion channel of 1.0 nanosiemens conductance with a slight preference for anions",,brite;kegg;tcdb;func
ACZ81_18130,,MFS transporter,Carbohydrate metabolism,NZ_CP012202.1,4223539,4224756,-,PERM,,,,,,,fucose,specific_compound,organic,function_description,inferred,COG0738 Fucose permease,,func
ACZ81_18185,,transporter substrate-binding domain-containing protein,Amino acid metabolism,NZ_CP012202.1,4237649,4238590,+,SBP,,,,,,,unresolved,unresolved,,,none,transporter substrate-binding domain-containing protein,,func
ACZ81_18280,ydaH,AbgT family transporter,Coenzyme metabolism,NZ_CP012202.1,4257827,4259428,-,,kegg.orthology:K12942,abgT; aminobenzoyl-glutamate transport protein,aminobenzoyl-glutamate,,,,aminobenzoyl-glutamate,specific_compound,organic,kegg_ko,confident,abgT; aminobenzoyl-glutamate transport protein,,func
ACZ81_18355,fur,transcriptional repressor,Transcription,NZ_CP012202.1,4274563,4275036,+,,kegg.orthology:K09823,"zur; Fur family transcriptional regulator, zinc uptake regulator",,,,,unresolved,unresolved,,,none,"zur; Fur family transcriptional regulator, zinc uptake regulator",,kegg
ACZ81_18370,,OmpA family protein,Cell wall and membrane,NZ_CP012202.1,4276019,4277215,+,,kegg.orthology:K03286,"TC.OOP; OmpA-OmpF porin, OOP family",OmpA-OmpF,Pores ion channels [TC:1],tcdb:1.B.6,The OmpA-OmpF Porin (OOP) Family,unresolved,unresolved,,,none,"TC.OOP; OmpA-OmpF porin, OOP family",,brite;kegg;tcdb
ACZ81_18425,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,4287108,4289153,-,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14.2,1.B.14.2,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_18430,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_CP012202.1,4289250,4290338,-,,,,,,,,unresolved,unresolved,,,none,efflux RND transporter periplasmic adaptor subunit,,func
ACZ81_18435,,efflux RND transporter permease subunit,Defense mechanisms,NZ_CP012202.1,4290352,4293537,-,PERM,,,,,,,unresolved,unresolved,,,none,efflux RND transporter permease subunit,,func
ACZ81_18465,,ABC transporter ATP-binding protein,Defense mechanisms,NZ_CP012202.1,4297316,4298119,+,ATP,kegg.orthology:K02003,ABC.CD.A; putative ABC transport system ATP-binding protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,peptide,narrow_class,organic,function_description,inferred,"ABC-type antimicrobial peptide transport system, ATPase component",,brite;kegg;tcdb;func
ACZ81_18470,,ABC transporter permease,Defense mechanisms,NZ_CP012202.1,4298119,4299426,+,PERM,kegg.orthology:K02004,ABC.CD.P; putative ABC transport system permease protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,peptide,narrow_class,organic,function_description,inferred,"ABC-type antimicrobial peptide transport system, permease component",,brite;kegg;tcdb;func
ACZ81_18520,,TSUP family transporter,Unknown,NZ_CP012202.1,4310122,4310874,+,,,,,,,,unresolved,unresolved,,,none,TSUP family transporter,,func
ACZ81_18530,yidK,solute:sodium symporter family transporter,Unknown,NZ_CP012202.1,4313074,4314801,+,,kegg.orthology:K03307,"TC.SSS; solute:Na+ symporter, SSS family",,,tcdb:2.A.21,The Solute:Sodium Symporter (SSS) Family,The Solute:Sodium Symporter (SSS),specific_compound,inorganic,tcdb_family,inferred,The Solute:Sodium Symporter (SSS) Family,,kegg;tcdb;func
ACZ81_18535,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,4315109,4317517,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_18540,,cation diffusion facilitator family transporter,Inorganic ion transport,NZ_CP012202.1,4317640,4318635,-,,kegg.orthology:K16264,"czcD, zitB; cobalt-zinc-cadmium efflux system protein",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.4.1,2.A.4.1,zinc,specific_compound,inorganic,kegg_ko_keyword,inferred,"czcD, zitB; cobalt-zinc-cadmium efflux system protein",,brite;kegg;tcdb;func
ACZ81_18550,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,4321778,4324723,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
ACZ81_18570,gluP,sugar MFS transporter,Carbohydrate metabolism,NZ_CP012202.1,4331162,4332424,-,,kegg.orthology:K02429,"fucP, deoP, nagP, agaP; MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein",MFS,Fucose:H+ symporter (FHS) family [TC:2.A.1.7],tcdb:2.A.1.7,2.A.1.7,fucose/galactose/glucose,multi_substrate,organic,kegg_ko_keyword,inferred,"fucP, deoP, nagP, agaP; MFS transporter, FHS family, fucose-galactose-glucose:H+ symporter family protein",fucose; galactose; glucose,brite;kegg;tcdb;func
ACZ81_18585,xylE,sugar porter family MFS transporter,Inorganic ion transport,NZ_CP012202.1,4335010,4336578,+,,kegg.orthology:K08138,"xylE; MFS transporter, SP family, xylose:H+ symportor",MFS,Sugar porter (SP) family [TC:2.A.1.1],tcdb:2.A.1.1.3,2.A.1.1.3,xylose,specific_compound,organic,kegg_ko_keyword,inferred,"xylE; MFS transporter, SP family, xylose:H+ symportor",,brite;kegg;tcdb;func
ACZ81_18590,,ATP-binding cassette domain-containing protein,Energy production,NZ_CP012202.1,4336598,4338187,-,ATP,kegg.orthology:K16012,"cydC; ATP-binding cassette, subfamily C, bacterial CydC",,ABCC-BAC subgroup,tcdb:3.A.1.129,3.A.1.129,unresolved,unresolved,,,none,"cydC; ATP-binding cassette, subfamily C, bacterial CydC",,brite;tcdb;func
ACZ81_18595,cydD,ATP-binding cassette domain-containing protein,Defense mechanisms,NZ_CP012202.1,4338177,4340054,-,ATP,kegg.orthology:K16013,"cydD; ATP-binding cassette, subfamily C, bacterial CydD",,ABCC-BAC subgroup,tcdb:3.A.1.129,3.A.1.129,unresolved,unresolved,,,none,"cydD; ATP-binding cassette, subfamily C, bacterial CydD",,brite;tcdb;func
ACZ81_RS18600,cydX,cytochrome bd-I oxidase subunit CydX,Unknown,NZ_CP012202.1,4340230,4340343,-,,kegg.orthology:K00424,cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,cydX; cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7],,tcdb
ACZ81_18600,cydB,cytochrome d ubiquinol oxidase subunit II,Energy production,NZ_CP012202.1,4340354,4341490,-,,kegg.orthology:K00426,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,cydB; cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7],,tcdb
ACZ81_18605,cydA,cytochrome ubiquinol oxidase subunit I,Energy production,NZ_CP012202.1,4341487,4343067,-,,kegg.orthology:K00425,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,,tcdb:3.D.4.3,3.D.4.3,unresolved,unresolved,,,none,cydA; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7],,tcdb
ACZ81_18625,,TonB-dependent receptor plug domain-containing protein,Inorganic ion transport,NZ_CP012202.1,4345985,4348102,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_18630,,sulfite exporter TauE/SafE family protein,Unknown,NZ_CP012202.1,4348258,4349040,-,,,,,,,,unresolved,unresolved,,,none,sulfite exporter TauE/SafE family protein,,func
ACZ81_18645,irp,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,4351669,4354077,-,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_18650,,ZrgA family zinc uptake protein,Inorganic ion transport,NZ_CP012202.1,4354168,4354803,+,,,,,,,,zinc,specific_compound,inorganic,product,inferred,ZrgA family zinc uptake protein,,func
ACZ81_18685,,efflux RND transporter permease subunit,Unknown,NZ_CP012202.1,4360120,4362723,-,PERM,kegg.orthology:K07003,K07003; uncharacterized protein,,,,,unresolved,unresolved,,,none,K07003; uncharacterized protein,,func
ACZ81_18690,,MFS transporter,Amino acid metabolism,NZ_CP012202.1,4363805,4364938,+,,,,,,,,unresolved,unresolved,,,none,MFS transporter,,func
ACZ81_18785,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,4380114,4382183,-,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_18810,fadL,OmpP1/FadL family transporter,Lipid metabolism,NZ_CP012202.1,4387100,4388458,-,,kegg.orthology:K06076,fadL; long-chain fatty acid transport protein,long-chain fatty acid,Pores ion channels [TC:1],tcdb:1.B.9,The FadL Outer Membrane Protein (FadL) Family,unresolved,unresolved,,,none,fadL; long-chain fatty acid transport protein,,brite;tcdb;func
ACZ81_18830,,ABC transporter substrate-binding protein,Unknown,NZ_CP012202.1,4392994,4394016,-,SBP,kegg.orthology:K01989,K01989; putative tryptophan/tyrosine transport system substrate-binding protein,putative tryptophan/tyrosine,Putative tryptophan/tyrosine transporter,,,putative tryptophan/tyrosine,multi_substrate,organic,kegg_ko,confident,K01989; putative tryptophan/tyrosine transport system substrate-binding protein,putative tryptophan; tyrosine,brite;kegg;func
ACZ81_18865,,DMT family transporter,Amino acid metabolism,NZ_CP012202.1,4402606,4403490,-,PERM,,,,,,,unresolved,unresolved,,,none,DMT family transporter,,func
ACZ81_18910,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,4413082,4415988,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
ACZ81_18945,hupA,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor,Inorganic ion transport,NZ_CP012202.1,4422587,4424914,+,,kegg.orthology:K16087,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein",,Pores ion channels [TC:1],tcdb:1.B.14.1,1.B.14.1,unresolved,unresolved,,,none,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein",,brite;tcdb;func
ACZ81_18955,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,4425297,4428461,-,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
ACZ81_18990,cyoD,cytochrome o ubiquinol oxidase subunit IV,Energy production,NZ_CP012202.1,4433535,4433906,-,,kegg.orthology:K02300,cyoD; cytochrome o ubiquinol oxidase subunit IV,,,tcdb:3.D.4.5,3.D.4.5,unresolved,unresolved,,,none,cyoD; cytochrome o ubiquinol oxidase subunit IV,,tcdb
ACZ81_18995,cyoC,cytochrome o ubiquinol oxidase subunit III,Energy production,NZ_CP012202.1,4433906,4434523,-,,kegg.orthology:K02299,cyoC; cytochrome o ubiquinol oxidase subunit III,,,tcdb:3.D.4.5,3.D.4.5,unresolved,unresolved,,,none,cyoC; cytochrome o ubiquinol oxidase subunit III,,tcdb
ACZ81_19000,cyoB,cytochrome o ubiquinol oxidase subunit I,Energy production,NZ_CP012202.1,4434520,4436508,-,,kegg.orthology:K02274,"coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]",,,tcdb:3.D.4.2,3.D.4.2,unresolved,unresolved,,,none,"coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]",,tcdb
