locus_tag,strain_short,substrates,tier,func_evidence,export_evidence
ACZ81_07460,HOT1A3,protein/peptide,"B: degradative, export uncertain",Pfam D-alanyl-D-alanine carboxypeptidase,
ACZ81_07895,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic
ACZ81_07915,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
ACZ81_08055,HOT1A3,protein/peptide,A: degradative + exported,Pfam Trypsin-like peptidase domain,signal:Signal peptide (Sec/SPI)
ACZ81_08285,HOT1A3,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Signal peptide (Sec/SPI)
ACZ81_08450,HOT1A3,protein/peptide,A: degradative + exported,GO-MF metalloendopeptidase activity,signal:Signal peptide (Sec/SPI)
ACZ81_08620,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.17.- (Metallocarboxypeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_08875,HOT1A3,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_09240,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
ACZ81_09285,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),signal:Signal peptide (Sec/SPI)
ACZ81_09300,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
ACZ81_09370,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.24.- (Metalloendopeptidases),
ACZ81_09545,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
ACZ81_09900,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
ACZ81_09980,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
ACZ81_09985,HOT1A3,protein/peptide,"B: degradative, export uncertain",Pfam M61 glycyl aminopeptidase,
ACZ81_10130,HOT1A3,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
ACZ81_10195,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.21.102 (C-terminal processing peptidase),signal:Signal peptide (Sec/SPI)
ACZ81_10580,HOT1A3,protein/peptide,"B: degradative, export uncertain",Pfam SOS response associated peptidase (SRAP),
ACZ81_10770,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
ACZ81_11005,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_11015,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
ACZ81_11020,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_11060,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.14.- (Dipeptidyl-peptidases and tripeptidyl-peptidases),
ACZ81_11110,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.21.26 (prolyl oligopeptidase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_11385,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
ACZ81_11935,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.11.2 (membrane alanyl aminopeptidase),signal:Signal peptide (Sec/SPI)
ACZ81_12235,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.16.- (Serine-type carboxypeptidases),signal:Signal peptide (Sec/SPI)
ACZ81_12435,HOT1A3,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
ACZ81_12465,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
ACZ81_12535,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.21.83 (oligopeptidase B),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_12750,HOT1A3,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_12755,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.21.89 (signal peptidase I),signal:Signal peptide (Sec/SPI)
ACZ81_13100,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.89 (signal peptidase I),
ACZ81_13240,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.36 (signal peptidase II),
ACZ81_13635,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.105 (rhomboid protease),
ACZ81_13720,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.21.- (Serine endopeptidases),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
ACZ81_13855,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.22.- (Cysteine endopeptidases),
ACZ81_14085,HOT1A3,protein/peptide,A: degradative + exported,Pfam Metallopeptidase family M24,signal:Signal peptide (Sec/SPI)
ACZ81_14140,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
ACZ81_14265,HOT1A3,protein/peptide,A: degradative + exported,Pfam Vault protein inter-alpha-trypsin domain,signal:Signal peptide (Sec/SPI)
ACZ81_14270,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.22.70 (sortase A),signal:Signal peptide (Sec/SPI)
ACZ81_14325,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.23.- (Aspartic endopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_14520,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.13.9 (Xaa-Pro dipeptidase),signal:TAT signal peptide (Tat/SPI)
ACZ81_14530,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Extracellular
ACZ81_14670,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
ACZ81_14690,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.43 (prepilin peptidase),
ACZ81_14725,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
ACZ81_14790,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
ACZ81_14820,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.13.19 (membrane dipeptidase),signal:Signal peptide (Sec/SPI)
ACZ81_14845,HOT1A3,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Signal peptide (Sec/SPI)
ACZ81_14895,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_15345,HOT1A3,protein/peptide,A: degradative + exported,GO-MF peptidase activity,signal:Signal peptide (Sec/SPI)
ACZ81_15405,HOT1A3,protein/peptide,A: degradative + exported,Pfam Peptidase family M23,signal:Signal peptide (Sec/SPI)
ACZ81_15945,HOT1A3,protein/peptide,"B: degradative, export uncertain",Pfam Insulinase (Peptidase family M16),
ACZ81_16090,HOT1A3,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
ACZ81_16470,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.14.5 (dipeptidyl-peptidase IV),signal:Signal peptide (Sec/SPI)
ACZ81_00225,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
ACZ81_00325,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.105 (rhomboid protease),
ACZ81_00925,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.21.102 (C-terminal processing peptidase),signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_00960,HOT1A3,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_01000,HOT1A3,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Signal peptide (Sec/SPI)
ACZ81_01220,HOT1A3,protein/peptide,"B: degradative, export uncertain","Pfam Serine aminopeptidase, S33",
ACZ81_01390,HOT1A3,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
ACZ81_01750,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_01795,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
ACZ81_01835,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_02000,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),loc:Extracellular
ACZ81_02035,HOT1A3,protein/peptide,"B: degradative, export uncertain","Pfam Serine aminopeptidase, S33",
ACZ81_02165,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
ACZ81_02305,HOT1A3,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,signal:Signal peptide (Sec/SPI)
ACZ81_02350,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
ACZ81_02405,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_02730,HOT1A3,protein/peptide,A: degradative + exported,Pfam Peptidase family M23,loc:Outer membrane;signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_02885,HOT1A3,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,loc:Periplasmic;signal:Signal peptide (Sec/SPI)
ACZ81_03005,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.21.102 (C-terminal processing peptidase),loc:Outer membrane
ACZ81_03290,HOT1A3,protein/peptide,A: degradative + exported,GO-MF metalloendopeptidase activity,loc:Extracellular
ACZ81_03325,HOT1A3,protein/peptide,A: degradative + exported,Pfam Peptidase family M49,signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_03815,HOT1A3,protein/peptide,A: degradative + exported,GO-MF serine-type endopeptidase activity,loc:Periplasmic
ACZ81_03820,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.21.107 (peptidase Do),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
ACZ81_04010,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.19.1 (acylaminoacyl-peptidase),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
ACZ81_04105,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.11.- (Aminopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_04150,HOT1A3,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
ACZ81_16740,HOT1A3,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
ACZ81_16870,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Extracellular;signal:Signal peptide (Sec/SPI)
ACZ81_16900,HOT1A3,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
ACZ81_17090,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.24.40 (serralysin),loc:Outer membrane;signal:Signal peptide (Sec/SPI)
ACZ81_17100,HOT1A3,protein/peptide,A: degradative + exported,Pfam Subtilase family,signal:Signal peptide (Sec/SPI)
ACZ81_17105,HOT1A3,protein/peptide,A: degradative + exported,Pfam Subtilase family,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
ACZ81_17230,HOT1A3,protein/peptide,A: degradative + exported,Pfam Subtilase family,signal:Signal peptide (Sec/SPI)
ACZ81_17365,HOT1A3,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
ACZ81_17410,HOT1A3,protein/peptide,A: degradative + exported,Pfam Peptidase propeptide and YPEB domain,signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_17445,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Extracellular;signal:Signal peptide (Sec/SPI)
ACZ81_17620,HOT1A3,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
ACZ81_17880,HOT1A3,protein/peptide,A: degradative + exported,Pfam BlaR1 peptidase M56,signal:Signal peptide (Sec/SPI)
ACZ81_17990,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
ACZ81_18080,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.24.71 (endothelin-converting enzyme 1),signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_18285,HOT1A3,protein/peptide,A: degradative + exported,GO-MF peptidase activity,signal:Signal peptide (Sec/SPI)
ACZ81_18290,HOT1A3,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
ACZ81_18720,HOT1A3,protein/peptide,A: degradative + exported,Pfam Subtilase family,signal:Signal peptide (Sec/SPI)
ACZ81_19100,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
ACZ81_19450,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.22.- (Cysteine endopeptidases),
ACZ81_19475,HOT1A3,protein/peptide,A: degradative + exported,GO-MF metallocarboxypeptidase activity,signal:Signal peptide (Sec/SPI)
ACZ81_04220,HOT1A3,protein/peptide,A: degradative + exported,Pfam Peptidase_C39 like family,signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_04285,HOT1A3,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
ACZ81_04870,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.24.- (Metalloendopeptidases),
ACZ81_05240,HOT1A3,protein/peptide,A: degradative + exported,Pfam Peptidase M15,signal:Signal peptide (Sec/SPI)
ACZ81_05245,HOT1A3,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,signal:Signal peptide (Sec/SPI)
ACZ81_05380,HOT1A3,protein/peptide,A: degradative + exported,EC 3.4.24.71 (endothelin-converting enzyme 1),signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_05830,HOT1A3,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_05965,HOT1A3,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,loc:Extracellular;signal:Signal peptide (Sec/SPI)
ACZ81_06055,HOT1A3,protein/peptide,A: degradative + exported,Pfam Peptidase family M28,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_06170,HOT1A3,protein/peptide,"B: degradative, export uncertain",Pfam Insulinase (Peptidase family M16),
ACZ81_06225,HOT1A3,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_06295,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
ACZ81_19625,HOT1A3,protein/peptide,A: degradative + exported,Pfam Prolyl oligopeptidase family,signal:Signal peptide (Sec/SPI)
ACZ81_19675,HOT1A3,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Signal peptide (Sec/SPI)
ACZ81_20275,HOT1A3,protein/peptide,"B: degradative, export uncertain",GO-MF aspartic-type endopeptidase activity,
ACZ81_RS15925,HOT1A3,protein/peptide,"B: degradative, export uncertain",EC 3.4.11.1 (leucyl aminopeptidase),
ACZ81_RS17115,HOT1A3,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Lipoprotein signal peptide (Sec/SPII)
ACZ81_09960,HOT1A3,sulfate ester,"B: degradative, export uncertain",Pfam Sulfatase,
ACZ81_03970,HOT1A3,sulfate ester,"B: degradative, export uncertain",Pfam Sulfatase,
ACZ81_17590,HOT1A3,sulfate ester,"B: degradative, export uncertain",Pfam Sulfatase-modifying factor enzyme 1-like domain,
MIT1002_02298,MIT1002,amide/C-N,"B: degradative, export uncertain",EC 3.5.2.9 (5-oxoprolinase (ATP-hydrolyzing)),
MIT1002_03448,MIT1002,amide/C-N,A: degradative + exported,"EC 3.5.-.- (Acting on carbon-nitrogen bonds, other than peptide bonds)",signal:Signal peptide (Sec/SPI)
MIT1002_03791,MIT1002,amide/C-N,A: degradative + exported,EC 3.5.1.28 (N-acetylmuramoyl-L-alanine amidase),signal:Signal peptide (Sec/SPI)
MIT1002_03904,MIT1002,amide/C-N,A: degradative + exported,EC 3.5.2.6 (beta-lactamase),signal:Signal peptide (Sec/SPI)
MIT1002_04065,MIT1002,amide/C-N,A: degradative + exported,"EC 3.5.-.- (Acting on carbon-nitrogen bonds, other than peptide bonds)",signal:Signal peptide (Sec/SPI)
MIT1002_00954,MIT1002,amide/C-N,"B: degradative, export uncertain",EC 3.5.1.42 (nicotinamide-nucleotide amidase),
MIT1002_00997,MIT1002,amide/C-N,"B: degradative, export uncertain",EC 3.5.1.28 (N-acetylmuramoyl-L-alanine amidase),
MIT1002_01476,MIT1002,amide/C-N,"B: degradative, export uncertain",Pfam Carbon-nitrogen hydrolase,
MIT1002_01571,MIT1002,amide/C-N,"B: degradative, export uncertain",EC 3.5.2.17 (hydroxyisourate hydrolase),
MIT1002_01589,MIT1002,amide/C-N,A: degradative + exported,EC 3.5.4.4 (adenosine deaminase),signal:Signal peptide (Sec/SPI)
MIT1002_01642,MIT1002,amide/C-N,"B: degradative, export uncertain",EC 3.5.1.97 (acyl-homoserine-lactone acylase),
MIT1002_01918,MIT1002,amide/C-N,"B: degradative, export uncertain",EC 3.5.4.5 (cytidine deaminase),
MIT1002_01968,MIT1002,amide/C-N,A: degradative + exported,EC 3.5.1.97 (acyl-homoserine-lactone acylase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_00542,MIT1002,amide/C-N;carbohydrate,A: degradative + exported,"EC 3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds) | GO-MF peptidoglycan beta-N-acetylmuramidase activity",signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_03962,MIT1002,amide/C-N;carbohydrate,"B: degradative, export uncertain",CAZy GH73 | GO-MF amidase activity,
MIT1002_03138,MIT1002,amide/C-N;protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase) | EC 3.5.1.28 (N-acetylmuramoyl-L-alanine amidase),
MIT1002_01678,MIT1002,amide/C-N;protein/peptide,A: degradative + exported,EC 3.4.19.5 (beta-aspartyl-peptidase) | EC 3.5.1.1 (asparaginase),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
MIT1002_01913,MIT1002,amide/C-N;protein/peptide,A: degradative + exported,EC 3.5.1.- (In linear amides) | GO-MF metallocarboxypeptidase activity,signal:Signal peptide (Sec/SPI)
MIT1002_02285,MIT1002,carbohydrate,"B: degradative, export uncertain",Pfam Carbohydrate-binding module 48 (Isoamylase N-terminal domain),
MIT1002_02314,MIT1002,carbohydrate,A: degradative + exported,EC 3.2.1.1 (alpha-amylase),loc:Extracellular;signal:Signal peptide (Sec/SPI)
MIT1002_02355,MIT1002,carbohydrate,"B: degradative, export uncertain",EC 3.2.2.21 (DNA-3-methyladenine glycosylase II),
MIT1002_02410,MIT1002,carbohydrate,"B: degradative, export uncertain",EC 3.2.2.9 (adenosylhomocysteine nucleosidase),
MIT1002_02447,MIT1002,carbohydrate,A: degradative + exported,EC 3.2.1.172 (unsaturated rhamnogalacturonyl hydrolase),signal:Signal peptide (Sec/SPI)
MIT1002_02448,MIT1002,carbohydrate,A: degradative + exported,"EC 3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds)",loc:Extracellular;signal:TAT lipoprotein signal peptide (Tat/SPII)
MIT1002_02507,MIT1002,carbohydrate,"B: degradative, export uncertain",CAZy GH13,
MIT1002_02585,MIT1002,carbohydrate,A: degradative + exported,CAZy GH103,signal:Signal peptide (Sec/SPI)
MIT1002_02894,MIT1002,carbohydrate,A: degradative + exported,Pfam Pectinacetylesterase,signal:Signal peptide (Sec/SPI)
MIT1002_02897,MIT1002,carbohydrate,A: degradative + exported,EC 3.2.1.20 (alpha-glucosidase),signal:Signal peptide (Sec/SPI)
MIT1002_02945,MIT1002,carbohydrate,A: degradative + exported,"EC 3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds)",loc:Extracellular;signal:Signal peptide (Sec/SPI)
ALT831_RS11570,MIT1002,carbohydrate,"B: degradative, export uncertain",EC 3.2.2.21 (DNA-3-methyladenine glycosylase II),
MIT1002_00008,MIT1002,carbohydrate,"B: degradative, export uncertain",EC 3.2.2.20 (DNA-3-methyladenine glycosylase I),
MIT1002_03249,MIT1002,carbohydrate,"B: degradative, export uncertain",Pfam ADP-ribosylglycohydrolase,
MIT1002_03437,MIT1002,carbohydrate,A: degradative + exported,EC 3.2.1.4 (cellulase),signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_03439,MIT1002,carbohydrate,"B: degradative, export uncertain",Pfam Glycosyl hydrolases family 17,
MIT1002_00219,MIT1002,carbohydrate,A: degradative + exported,Pfam Concanavalin A-like lectin/glucanases superfamily,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
MIT1002_00232,MIT1002,carbohydrate,"B: degradative, export uncertain",EC 3.2.1.23 (beta-galactosidase),
MIT1002_00408,MIT1002,carbohydrate,"B: degradative, export uncertain",CAZy GH103,
MIT1002_00540,MIT1002,carbohydrate,A: degradative + exported,EC 3.2.1.52 (beta-N-acetylhexosaminidase),signal:Signal peptide (Sec/SPI)
MIT1002_00576,MIT1002,carbohydrate,A: degradative + exported,CAZy GH23,loc:Periplasmic;signal:Signal peptide (Sec/SPI)
MIT1002_03756,MIT1002,carbohydrate,A: degradative + exported,EC 3.2.1.1 (alpha-amylase),loc:Extracellular
MIT1002_03832,MIT1002,carbohydrate,"B: degradative, export uncertain",EC 3.2.1.177 (alpha-D-xyloside xylohydrolase),
MIT1002_03836,MIT1002,carbohydrate,A: degradative + exported,"EC 3.2.1.- (Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds)",loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_03840,MIT1002,carbohydrate,A: degradative + exported,EC 3.2.1.21 (beta-glucosidase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_03888,MIT1002,carbohydrate,A: degradative + exported,EC 3.2.2.9 (adenosylhomocysteine nucleosidase),signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_03934,MIT1002,carbohydrate,A: degradative + exported,GO-MF pectinesterase activity,loc:Extracellular;signal:Lipoprotein signal peptide (Sec/SPII)
MIT1002_03971,MIT1002,carbohydrate,A: degradative + exported,EC 3.2.1.20 (alpha-glucosidase),signal:Signal peptide (Sec/SPI)
MIT1002_02230,MIT1002,carbohydrate,A: degradative + exported,CAZy GH13,loc:Extracellular
MIT1002_03419,MIT1002,carbohydrate (ester);ester (other);lipid/ester,"B: degradative, export uncertain",EC 3.1.2.12 (S-formylglutathione hydrolase) | CAZy CE1 | Pfam Putative esterase,
MIT1002_02449,MIT1002,carbohydrate;lipid/ester,A: degradative + exported,EC 3.1.1.11 (pectinesterase) | GO-MF pectinesterase activity,loc:Extracellular;signal:Signal peptide (Sec/SPI)
MIT1002_02563,MIT1002,ester (other),"B: degradative, export uncertain",EC 3.1.2.- (Thiolester hydrolases),
MIT1002_00174,MIT1002,ester (other),"B: degradative, export uncertain",EC 3.1.2.- (Thiolester hydrolases),
MIT1002_01491,MIT1002,ester (other),"B: degradative, export uncertain",EC 3.1.2.- (Thiolester hydrolases),
MIT1002_01658,MIT1002,ester (other),"B: degradative, export uncertain",EC 3.1.2.20 (acyl-CoA hydrolase),
MIT1002_02322,MIT1002,ester (other);lipid/ester,"B: degradative, export uncertain",EC 3.1.-.- (Acting on ester bonds) | Pfam GDSL-like Lipase/Acylhydrolase family,
MIT1002_00081,MIT1002,ester (other);nucleic acid,"B: degradative, export uncertain",EC 3.1.-.- (Acting on ester bonds) | GO-MF endonuclease activity,
MIT1002_00082,MIT1002,ester (other);nucleic acid,"B: degradative, export uncertain",EC 3.1.-.- (Acting on ester bonds) | GO-MF endonuclease activity,
MIT1002_00166,MIT1002,ester (other);nucleic acid;organic phosphate,A: degradative + exported,EC 3.1.-.- (Acting on ester bonds) | EC 3.1.30.1 (Aspergillus nuclease S1) | GO-MF endonuclease activity,signal:Signal peptide (Sec/SPI)
MIT1002_02415,MIT1002,ester (other);organic phosphate,"B: degradative, export uncertain",EC 3.1.-.- (Acting on ester bonds) | Pfam Endonuclease/Exonuclease/phosphatase family,
MIT1002_02609,MIT1002,ester (other);organic phosphate,"B: degradative, export uncertain",EC 3.1.-.- (Acting on ester bonds) | Pfam Endonuclease/Exonuclease/phosphatase family,
MIT1002_03607,MIT1002,ester (other);organic phosphate,A: degradative + exported,EC 3.1.-.- (Acting on ester bonds) | EC 3.1.3.1 (alkaline phosphatase),loc:Extracellular;signal:TAT signal peptide (Tat/SPI)
MIT1002_01202,MIT1002,ester (other);organic phosphate,A: degradative + exported,EC 3.1.-.- (Acting on ester bonds) | Pfam Endonuclease/Exonuclease/phosphatase family,signal:Signal peptide (Sec/SPI)
MIT1002_02380,MIT1002,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.61 (protein-glutamate methylesterase),
MIT1002_02406,MIT1002,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.31 (6-phosphogluconolactonase),
MIT1002_02444,MIT1002,lipid/ester,A: degradative + exported,EC 3.1.1.- (Carboxylic ester hydrolases),signal:Signal peptide (Sec/SPI)
MIT1002_02640,MIT1002,lipid/ester,A: degradative + exported,Pfam Putative esterase,signal:Signal peptide (Sec/SPI)
MIT1002_02775,MIT1002,lipid/ester,A: degradative + exported,EC 3.1.1.4 (phospholipase A2),loc:Outer membrane;signal:Signal peptide (Sec/SPI)
MIT1002_02834,MIT1002,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.- (Carboxylic ester hydrolases),
MIT1002_02968,MIT1002,lipid/ester,A: degradative + exported,Pfam Putative esterase,signal:Signal peptide (Sec/SPI)
MIT1002_03292,MIT1002,lipid/ester,A: degradative + exported,EC 3.1.1.- (Carboxylic ester hydrolases),signal:Signal peptide (Sec/SPI)
MIT1002_03348,MIT1002,lipid/ester,"B: degradative, export uncertain",GO-MF D-type glycerophospholipase activity,
